company,productFamily,asin,productName,brand,category,month,collectedDate,monthlySales,monthlyRevenue,price,bsr,reviews,rating,sellers,calculatedRevenue,sourceRows,sourceFile
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-01,2025-01-01,0,0,0,,,,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-02,2025-02-01,0,0,0,,,,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-03,2025-03-01,89,2654.77,22.25,12775,,,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-04,2025-04-01,948,28425.52,29.99,1628,25,4.8,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-05,2025-05-01,1316,39480.38,29.99,343,11827,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-06,2025-06-01,1356,40659.44,29.99,356,12072,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-07,2025-07-01,1577,47280.69,29.99,354,12111,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-08,2025-08-01,1384,40186.58,29.01,301,12376,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-09,2025-09-01,1657,49658.29,29.97,219,12550,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-10,2025-10-01,1956,52533.75,26.93,194,12764,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-11,2025-11-01,1962,51204.18,26.33,203,12925,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2025-12,2025-12-01,1910,54853.67,28.73,246,13073,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2026-01,2026-01-01,1970,54264.36,27.56,187,13035,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2026-02,2026-02-01,1840,55152.29,29.97,308,13178,4.7,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2026-03,2026-03-01,2272,63082.46,27.84,210,13348,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2026-04,2026-04-01,2422,72123.53,29.77,219,13504,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B0DVJ7BLQ7,Mighty Patch B0DVJ7BLQ7,Mighty Patch,Beauty & Personal Care,2026-05,2026-05-01,2335,69966.21,29.97,244,13610,4.7,,false,24,public/data/monthly_product_trend.json
