modelKey,company,productFamily,asin,month,split,actualSales,predictedSales,actualRevenue,predictedRevenue,priceUsedForRevenue
global:all:all:simple_power_law,samyang,Buldak core ramen,B006H08J2I,2026-03,train,6.419354838709677,6.203742684006467,94.45032258064518,91.62327582082325,14.769032258064517
global:all:all:simple_power_law,samyang,Buldak core ramen,B006H08J2I,2026-04,train,10.1,8.418746199194493,143.05600000000004,119.61354599815533,14.207999999999998
global:all:all:simple_power_law,samyang,Buldak core ramen,B006H08J2I,2026-05,train,9.96,8.374870051270868,148.27200000000002,124.65826573915666,14.884800000000006
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-06,train,2.533333333333333,2.5207189982763176,203.84133333333318,219.10929772683838,86.9233333333333
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-07,train,2.3225806451612905,1.4314060815121448,249.33193548387092,151.43814598501217,105.7967741935483
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-08,train,1.4838709677419355,2.0885317573444673,49.027419354838706,55.23964382199599,26.449032258064516
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-09,train,0.8666666666666667,1.3350977312525947,84.32566666666663,132.1626595144255,98.99099999999994
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-10,train,1.064516129032258,1.5000464858148326,109.99,132.79040544185006,88.52419354838705
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-11,train,1.3666666666666667,1.4969926494652492,133.78366666666662,145.00469599780186,96.86399999999998
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2025-12,train,2.032258064516129,1.8644867080722036,212.3441935483871,193.05196099042197,103.54161290322585
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2026-01,train,1.7419354838709677,2.104998038396802,182.13483870967733,218.9775136814168,104.02741935483863
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2026-02,train,1.9285714285714286,2.166446119221828,204.26642857142846,229.52103917792897,105.94357142857136
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2026-03,train,1.8064516129032258,2.4189303048261985,190.5658064516128,254.47068776761765,105.19967741935479
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2026-04,train,2.066666666666667,2.532336477465038,227.3126666666666,278.53168915637934,109.98999999999992
global:all:all:simple_power_law,coway,Other,B00CCVNX0O,2026-05,train,2.32,2.491325219274124,255.17679999999984,274.0208608679608,109.98999999999995
global:all:all:simple_power_law,coway,Other,B00NJ12KAU,2025-06,train,0.03333333333333333,0.9432072975609804,10.333,57.534073139057206,60.998333333333335
global:all:all:simple_power_law,coway,Other,B00NJ12KAU,2025-07,train,0.5161290322580645,0.7481315891553362,145.158064516129,184.61546692477944,246.76870967741925
global:all:all:simple_power_law,coway,Other,B00NJ12KAU,2025-08,train,0.2903225806451613,0.4866825833366605,41.82032258064516,69.3850799512539,142.56741935483868
global:all:all:simple_power_law,coway,Other,B00NJ12KAU,2025-09,train,0.8,1.0850221889002416,231.96433333333326,269.4920244940344,248.37466666666657
global:all:all:simple_power_law,coway,Other,B00NJ12KAU,2025-10,train,1,1.0998537175690493,345.73032258064507,371.8818294014032,338.1193548387095
