company,company_label,product_line,country_scope,source_file,source_descriptor,month,quarter,export_value_usd,export_value_krw,export_weight_kg,domestic_company_count,foreign_counterparty_count
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2026-01","2026-Q1","129673809","188847173747","31427099.948","237","549"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2026-02","2026-Q1","140166999","203039543855","33659059.804","219","535"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2026-03","2026-Q1","164678208","242143391051","39753242.765","245","582"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2026-04","2026-Q2","182104241","272029540643","43523804.446","264","592"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-01","2025-Q1","107465043","157141163896","26906799.223","224","514"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-02","2025-Q1","121129032","175101482031","30275624.118","230","525"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-03","2025-Q1","115221568","166988497708","28221476.616","234","539"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-04","2025-Q2","134679235","195505196030","32588318.605","248","583"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-05","2025-Q2","126800362","178560260286","30771350.551","235","533"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-06","2025-Q2","126332098","172970308845","29557476.414","223","505"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-07","2025-Q3","131169561","179885325970","32672879.762","244","560"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-08","2025-Q3","114992928","159551737474","28340604.689","228","511"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-09","2025-Q3","147207178","204622381131","36544364.705","242","581"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-10","2025-Q4","130226014","184114271523","32660120.215","242","524"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-11","2025-Q4","125974591","182481965454","31915545.439","257","556"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2025-12","2025-Q4","139657524","205464206384","33857984.263","247","574"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-01","2024-Q1","85751012","112761937248","21223142.001","213","509"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-02","2024-Q1","92901948","123779054762","22704620.056","213","510"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-03","2024-Q1","91609313","121654469652","23359059.72","232","540"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-04","2024-Q2","108537461","147459461768","26996007.601","234","570"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-05","2024-Q2","107337924","146775158359","26916992.582","233","555"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-06","2024-Q2","104081666","143080719121","25379197.558","219","509"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-07","2024-Q3","109132838","151052038188","26805867.109","237","558"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-08","2024-Q3","100621511","137334605129","24883872.702","236","522"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-09","2024-Q3","103676255","138377188864","25555845.346","220","511"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-10","2024-Q4","116961176","157328185941","28855284.972","260","566"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-11","2024-Q4","117550316","163363261279","30107996.51","228","523"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2024-12","2024-Q4","110223665","156612110424","27657073.202","243","541"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-01","2023-Q1","61505999","77280660702","16830584.187","179","444"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-02","2023-Q1","70718110","88681370560","18925369.253","196","540"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-03","2023-Q1","75634199","98850607636","19637409.26","213","531"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-04","2023-Q2","73951045","97003924882","18550468.854","220","555"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-05","2023-Q2","75070951","100017763226","18934965.513","206","531"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-06","2023-Q2","89168269","115762775933","22629767.406","215","528"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-07","2023-Q3","75921065","98190512323","19264388.876","219","526"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-08","2023-Q3","85657529","112325005037","21126923.93","212","531"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-09","2023-Q3","89605626","118931649000","22751199.952","213","522"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-10","2023-Q4","87954115","118585226113","22705373.992","202","518"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-11","2023-Q4","90776919","120167571396","23437174.415","245","575"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2023-12","2023-Q4","76438881","99648151638","19413388.205","217","506"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-01","2022-Q1","57695364","68056484397","16024665.949","180","458"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-02","2022-Q1","52702778","62607719988","14827183.298","170","431"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-03","2022-Q1","71533836","86130589241","20117865.768","185","468"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-04","2022-Q2","57374137","69562908596","15966602.765","198","476"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-05","2022-Q2","76632124","96250060600","21741426.531","208","515"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-06","2022-Q2","67345507","84629058792","18937660.14","205","501"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-07","2022-Q3","60057475","77426720510","16797637.221","220","513"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-08","2022-Q3","60603172","78695651241","17004038.319","213","507"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-09","2022-Q3","64191256","87824937001","17343285.551","202","493"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-10","2022-Q4","61676215","87943030227","18060880.441","201","489"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-11","2022-Q4","66113487","91516443690","19407505.149","220","540"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2022-12","2022-Q4","69487622","91183789850","19724658.802","210","509"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-01","2021-Q1","51040480","55329421285","14489928.089","149","432"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-02","2021-Q1","46313452","50957931610","13433887.546","148","414"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-03","2021-Q1","59623512","66530941246","17161909.031","188","520"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-04","2021-Q2","57491679","63998546706","16671703.65","208","507"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-05","2021-Q2","51339862","57004332614","14391572.345","175","464"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-06","2021-Q2","53879580","59688200053","15491023.156","183","507"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-07","2021-Q3","52402285","59119694580","15152940.655","176","522"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-08","2021-Q3","50884636","58308911569","14797424.877","175","487"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-09","2021-Q3","58499164","67632698565","16895331.442","184","525"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-10","2021-Q4","60488663","71078555350","17758903.214","180","511"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-11","2021-Q4","65785188","76779735694","19090463.762","190","518"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2021-12","2021-Q4","66654801","78147345319","18879266.349","195","512"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-01","2020-Q1","37380722","42980974009","11050295.825","143","406"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-02","2020-Q1","42591411","49963116990","12514692.246","170","442"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-03","2020-Q1","52073652","62639525754","15726589.209","168","465"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-04","2020-Q2","62026130","75292630503","18534676.726","176","506"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-05","2020-Q2","55238305","67101644745","16754132.037","168","423"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-06","2020-Q2","52766133","63643007828","15595115.592","176","472"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-07","2020-Q3","56486923","67191782405","16644909.097","182","497"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-08","2020-Q3","46846706","55132861871","14217362.029","192","451"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-09","2020-Q3","51336415","60141549203","15032558.197","178","491"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-10","2020-Q4","47424181","54252561291","13826617.304","175","462"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-11","2020-Q4","45493737","50552069979","13207654.664","191","488"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2020-12","2020-Q4","53909652","58665394234","14217533.64","188","485"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-01","2019-Q1","34142857","37964182533","9828865.103","151","384"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-02","2019-Q1","29851731","33195983150","8550210.992","140","349"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-03","2019-Q1","39596817","44236505075","11496629.97","142","369"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-04","2019-Q2","40681236","45812989534","12052025.78","159","419"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-05","2019-Q2","39579585","46090245118","11509095.533","159","392"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-06","2019-Q2","36022048","42223009437","10504564.439","157","399"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-07","2019-Q3","37759523","43781868608","10985922.916","159","406"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-08","2019-Q3","39036170","46499083649","11423492.172","162","412"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-09","2019-Q3","38511463","45801273701","11318532.684","154","400"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-10","2019-Q4","47131992","55581321705","14294211.491","162","439"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-11","2019-Q4","45786601","52853304949","13754624.317","163","425"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2019-12","2019-Q4","38895938","45436934917","11566389.448","160","427"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-01","2018-Q1","33717833","35663528020","9442133.482","158","371"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-02","2018-Q1","28932456","30862793904","8163514.84","112","311"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-03","2018-Q1","37414973","39710178082","10611005.182","154","383"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-04","2018-Q2","37199266","39302573472","10452829.839","141","373"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-05","2018-Q2","38233595","40749324390","10784481.865","165","400"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-06","2018-Q2","40685364","43801483972","11818172.045","155","370"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-07","2018-Q3","29631205","32908515850","8049754.205","160","372"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-08","2018-Q3","34904802","38869845337","9551345.949","166","384"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-09","2018-Q3","31013016","34375693502","8713594.449","146","352"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-10","2018-Q4","39468012","44035266644","11243134.393","154","384"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-11","2018-Q4","34061404","38128016346","9271170.899","163","400"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2018-12","2018-Q4","27832169","31006307574","7875678.936","151","370"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-01","2017-Q1","25751456","30472047113","7315328.011","161","347"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-02","2017-Q1","34009011","38739386139","9633930.221","181","373"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-03","2017-Q1","34167119","38569004108","9635476.2","187","393"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-04","2017-Q2","29148761","32594115832","8325660.504","151","354"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-05","2017-Q2","22790765","25450716714","6236428.418","167","393"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-06","2017-Q2","28954411","32297268245","8051094.575","174","459"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-07","2017-Q3","28270189","31907837273","8288328.945","154","360"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-08","2017-Q3","30479244","34088844654","8806240.39","157","375"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-09","2017-Q3","41543731","46453935367","12672603.307","181","415"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-10","2017-Q4","29950658","33656068147","8773062.674","134","328"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-11","2017-Q4","41332522","45586975100","12290079.83","178","400"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2017-12","2017-Q4","34592878","37278424484","10086775.438","150","354"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-01","2016-Q1","16676782","19727748649","4437819","164","316"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-02","2016-Q1","17708496","21168117095","4680875.8","160","311"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-03","2016-Q1","22384712","26704323910","6145979.5","197","370"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-04","2016-Q2","20137127","22955314367","5500204.23","178","322"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-05","2016-Q2","22676426","26136624463","6223378.238","174","334"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-06","2016-Q2","23095460","26797934700","6278715.267","180","373"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-07","2016-Q3","25463629","29021580412","6891257.471","184","378"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-08","2016-Q3","26821970","29564588740","7275628.352","206","373"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-09","2016-Q3","27573560","30378714367","7665211.481","185","354"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-10","2016-Q4","30036207","33234208604","8142136.299","179","375"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-11","2016-Q4","30010940","34313988500","8285016.404","196","404"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2016-12","2016-Q4","27780223","32343376037","8059360.938","206","376"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-01","2015-Q1","17601057","19049640631","4195119.1","154","300"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-02","2015-Q1","15199000","16446643818","3822320.5","122","254"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-03","2015-Q1","17967577","19786351250","4532101.3","140","304"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-04","2015-Q2","19178205","20808180851","4719069.7","160","328"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-05","2015-Q2","15014448","16146819607","3731691.6","142","291"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-06","2015-Q2","18874099","20755483791","4747441.3","150","309"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-07","2015-Q3","17889577","20081702172","4556987","161","326"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-08","2015-Q3","16687335","19412080541","4172230.8","170","307"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-09","2015-Q3","19634269","23048384992","4997579.7","166","340"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-10","2015-Q4","20082066","23009010779","5251363.6","163","319"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-11","2015-Q4","21196469","24097139823","5614837.2","174","335"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2015-12","2015-Q4","19475361","22543132787","5037246.6","178","360"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-01","2014-Q1","15239740","16005059225","3558681.72","135","278"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-02","2014-Q1","17036505","18094938166","3938822.7","137","280"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-03","2014-Q1","19039203","20174139288","4379909","143","286"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-04","2014-Q2","18567670","19324894017","4379746.36","144","300"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-05","2014-Q2","18006197","18318048761","4021373.6","140","298"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-06","2014-Q2","17594692","17781343540","4085994.2","136","272"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-07","2014-Q3","17248562","17395135828","4002696.2","153","294"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-08","2014-Q3","14799620","15052945571","3391148.5","142","273"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-09","2014-Q3","17112792","17446207033","4027344.5","146","294"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-10","2014-Q4","18292317","19197798336","4361715.1","162","325"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-11","2014-Q4","18998768","20363763335","4660781.2","143","311"
"samyang","삼양식품","ramen","total","samyang_ramen.xlsx","* 조회조건 -  [품목 : 1902301010, 국가 : US, $/원]","2014-12","2014-Q4","16518465","18104039163","3992836.9","154","313"
