company,month,quarter,trass_reported_total_value,trass_fallback_total_value,trass_raw_value,trass_observed_days,trass_target_days,trass_30d_normalized,trass_is_partial_month,trass_adjustment_factor,trass_value_for_trend,trass_total_source,trass_country_weighted_feature,trass_country_weighted_normalized_feature,trass_country_weight_coverage,trass_country_count,country_scopes,data_quality_warnings
"tnl","2015-07","2015-Q3","1765043415",,"1765043415","31","30","1708106530.65","false","0.9677","1708106530.65","reported","0",,"0","0","total",""
"tnl","2015-08","2015-Q3","1726116064",,"1726116064","31","30","1670434900.65","false","0.9677","1670434900.65","reported","0",,"0","0","total",""
"tnl","2015-09","2015-Q3","6544952503",,"6544952503","30","30","6544952503","false","1","6544952503","reported","0",,"0","0","total",""
"tnl","2015-10","2015-Q4","2190020306",,"2190020306","31","30","2119374489.68","false","0.9677","2119374489.68","reported","0",,"0","0","total",""
"tnl","2015-11","2015-Q4","3376922085",,"3376922085","30","30","3376922085","false","1","3376922085","reported","0",,"0","0","total",""
"tnl","2015-12","2015-Q4","3280955834",,"3280955834","31","30","3175118549.03","false","0.9677","3175118549.03","reported","0",,"0","0","total",""
"tnl","2016-01","2016-Q1","2270206457",,"2270206457","31","30","2196973990.65","false","0.9677","2196973990.65","reported","0",,"0","0","total",""
"tnl","2016-02","2016-Q1","1384695680",,"1384695680","29","30","1432443806.9","false","1.0345","1432443806.9","reported","0",,"0","0","total",""
"tnl","2016-03","2016-Q1","3332473999",,"3332473999","31","30","3224974837.74","false","0.9677","3224974837.74","reported","0",,"0","0","total",""
"tnl","2016-04","2016-Q2","1753913145",,"1753913145","30","30","1753913145","false","1","1753913145","reported","0",,"0","0","total",""
"tnl","2016-05","2016-Q2","2449814837",,"2449814837","31","30","2370788551.94","false","0.9677","2370788551.94","reported","0",,"0","0","total",""
"tnl","2016-06","2016-Q2","2703743873",,"2703743873","30","30","2703743873","false","1","2703743873","reported","0",,"0","0","total",""
"tnl","2016-07","2016-Q3","1144316622",,"1144316622","31","30","1107403182.58","false","0.9677","1107403182.58","reported","0",,"0","0","total",""
"tnl","2016-08","2016-Q3","1880733220",,"1880733220","31","30","1820064406.45","false","0.9677","1820064406.45","reported","0",,"0","0","total",""
"tnl","2016-09","2016-Q3","633450192",,"633450192","30","30","633450192","false","1","633450192","reported","0",,"0","0","total",""
"tnl","2016-10","2016-Q4","1874799245",,"1874799245","31","30","1814321850","false","0.9677","1814321850","reported","0",,"0","0","total",""
"tnl","2016-11","2016-Q4","1446320213",,"1446320213","30","30","1446320213","false","1","1446320213","reported","0",,"0","0","total",""
"tnl","2016-12","2016-Q4","1249007359",,"1249007359","31","30","1208716799.03","false","0.9677","1208716799.03","reported","0",,"0","0","total",""
"tnl","2017-01","2017-Q1","1467066030",,"1467066030","31","30","1419741319.35","false","0.9677","1419741319.35","reported","0",,"0","0","total",""
"tnl","2017-02","2017-Q1","3205679893",,"3205679893","28","30","3434657028.21","false","1.0714","3434657028.21","reported","0",,"0","0","total",""
"tnl","2017-03","2017-Q1","3452416951",,"3452416951","31","30","3341048662.26","false","0.9677","3341048662.26","reported","0",,"0","0","total",""
"tnl","2017-04","2017-Q2","2719153708",,"2719153708","30","30","2719153708","false","1","2719153708","reported","0",,"0","0","total",""
"tnl","2017-05","2017-Q2","880873975",,"880873975","31","30","852458685.48","false","0.9677","852458685.48","reported","0",,"0","0","total",""
"tnl","2017-06","2017-Q2","2657190687",,"2657190687","30","30","2657190687","false","1","2657190687","reported","0",,"0","0","total",""
"tnl","2017-07","2017-Q3","2790721971",,"2790721971","31","30","2700698681.61","false","0.9677","2700698681.61","reported","0",,"0","0","total",""
"tnl","2017-08","2017-Q3","2779410120",,"2779410120","31","30","2689751729.03","false","0.9677","2689751729.03","reported","0",,"0","0","total",""
"tnl","2017-09","2017-Q3","1840103997",,"1840103997","30","30","1840103997","false","1","1840103997","reported","0",,"0","0","total",""
"tnl","2017-10","2017-Q4","2782724925",,"2782724925","31","30","2692959604.84","false","0.9677","2692959604.84","reported","0",,"0","0","total",""
"tnl","2017-11","2017-Q4","2421066966",,"2421066966","30","30","2421066966","false","1","2421066966","reported","0",,"0","0","total",""
"tnl","2017-12","2017-Q4","2999042047",,"2999042047","31","30","2902298755.16","false","0.9677","2902298755.16","reported","0",,"0","0","total",""
"tnl","2018-01","2018-Q1","828577444",,"828577444","31","30","801849139.35","false","0.9677","801849139.35","reported","0",,"0","0","total",""
"tnl","2018-02","2018-Q1","1694805888",,"1694805888","28","30","1815863451.43","false","1.0714","1815863451.43","reported","0",,"0","0","total",""
"tnl","2018-03","2018-Q1","2425887156",,"2425887156","31","30","2347632731.61","false","0.9677","2347632731.61","reported","0",,"0","0","total",""
"tnl","2018-04","2018-Q2","1634535478",,"1634535478","30","30","1634535478","false","1","1634535478","reported","0",,"0","0","total",""
"tnl","2018-05","2018-Q2","3475680600",,"3475680600","31","30","3363561870.97","false","0.9677","3363561870.97","reported","0",,"0","0","total",""
"tnl","2018-06","2018-Q2","2442358120",,"2442358120","30","30","2442358120","false","1","2442358120","reported","0",,"0","0","total",""
"tnl","2018-07","2018-Q3","1849923427",,"1849923427","31","30","1790248477.74","false","0.9677","1790248477.74","reported","0",,"0","0","total",""
"tnl","2018-08","2018-Q3","3631367436",,"3631367436","31","30","3514226550.97","false","0.9677","3514226550.97","reported","0",,"0","0","total",""
"tnl","2018-09","2018-Q3","1367108346",,"1367108346","30","30","1367108346","false","1","1367108346","reported","0",,"0","0","total",""
"tnl","2018-10","2018-Q4","3447828761",,"3447828761","31","30","3336608478.39","false","0.9677","3336608478.39","reported","0",,"0","0","total",""
"tnl","2018-11","2018-Q4","3010281524",,"3010281524","30","30","3010281524","false","1","3010281524","reported","0",,"0","0","total",""
"tnl","2018-12","2018-Q4","5366798689",,"5366798689","31","30","5193676150.65","false","0.9677","5193676150.65","reported","0",,"0","0","total",""
"tnl","2019-01","2019-Q1","921687473",,"921687473","31","30","891955619.03","false","0.9677","891955619.03","reported","0",,"0","0","total",""
"tnl","2019-02","2019-Q1","1920431421",,"1920431421","28","30","2057605093.93","false","1.0714","2057605093.93","reported","0",,"0","0","total",""
"tnl","2019-03","2019-Q1","3092297923",,"3092297923","31","30","2992546377.1","false","0.9677","2992546377.1","reported","0",,"0","0","total",""
"tnl","2019-04","2019-Q2","2006883299",,"2006883299","30","30","2006883299","false","1","2006883299","reported","0",,"0","0","total",""
"tnl","2019-05","2019-Q2","4102985582",,"4102985582","31","30","3970631208.39","false","0.9677","3970631208.39","reported","0",,"0","0","total",""
"tnl","2019-06","2019-Q2","3083564043",,"3083564043","30","30","3083564043","false","1","3083564043","reported","0",,"0","0","total",""
"tnl","2019-07","2019-Q3","1992444668",,"1992444668","31","30","1928172259.35","false","0.9677","1928172259.35","reported","0",,"0","0","total",""
"tnl","2019-08","2019-Q3","2719528414",,"2719528414","31","30","2631801690.97","false","0.9677","2631801690.97","reported","0",,"0","0","total",""
"tnl","2019-09","2019-Q3","2357318834",,"2357318834","30","30","2357318834","false","1","2357318834","reported","0",,"0","0","total",""
"tnl","2019-10","2019-Q4","3851804159",,"3851804159","31","30","3727552411.94","false","0.9677","3727552411.94","reported","0",,"0","0","total",""
"tnl","2019-11","2019-Q4","2425232566",,"2425232566","30","30","2425232566","false","1","2425232566","reported","0",,"0","0","total",""
"tnl","2019-12","2019-Q4","3458831514",,"3458831514","31","30","3347256303.87","false","0.9677","3347256303.87","reported","0",,"0","0","total",""
"tnl","2020-01","2020-Q1","1262514487",,"1262514487","31","30","1221788213.23","false","0.9677","1221788213.23","reported","0",,"0","0","total",""
"tnl","2020-02","2020-Q1","2807357649",,"2807357649","29","30","2904163085.17","false","1.0345","2904163085.17","reported","0",,"0","0","total",""
"tnl","2020-03","2020-Q1","3149688710",,"3149688710","31","30","3048085848.39","false","0.9677","3048085848.39","reported","0",,"0","0","total",""
"tnl","2020-04","2020-Q2","2474587329",,"2474587329","30","30","2474587329","false","1","2474587329","reported","0",,"0","0","total",""
"tnl","2020-05","2020-Q2","3920459412",,"3920459412","31","30","3793992979.35","false","0.9677","3793992979.35","reported","0",,"0","0","total",""
"tnl","2020-06","2020-Q2","2756985998",,"2756985998","30","30","2756985998","false","1","2756985998","reported","0",,"0","0","total",""
"tnl","2020-07","2020-Q3","3865257129",,"3865257129","31","30","3740571415.16","false","0.9677","3740571415.16","reported","0",,"0","0","total",""
"tnl","2020-08","2020-Q3","2386127412",,"2386127412","31","30","2309155560","false","0.9677","2309155560","reported","0",,"0","0","total",""
"tnl","2020-09","2020-Q3","1078279280",,"1078279280","30","30","1078279280","false","1","1078279280","reported","0",,"0","0","total",""
"tnl","2020-10","2020-Q4","3968317465",,"3968317465","31","30","3840307224.19","false","0.9677","3840307224.19","reported","0",,"0","0","total",""
"tnl","2020-11","2020-Q4","4168350714",,"4168350714","30","30","4168350714","false","1","4168350714","reported","0",,"0","0","total",""
"tnl","2020-12","2020-Q4","5170311787",,"5170311787","31","30","5003527535.81","false","0.9677","5003527535.81","reported","0",,"0","0","total",""
"tnl","2021-01","2021-Q1","2633585469",,"2633585469","31","30","2548631099.03","false","0.9677","2548631099.03","reported","0",,"0","0","total",""
"tnl","2021-02","2021-Q1","3189292864",,"3189292864","28","30","3417099497.14","false","1.0714","3417099497.14","reported","0",,"0","0","total",""
"tnl","2021-03","2021-Q1","4617435195",,"4617435195","31","30","4468485672.58","false","0.9677","4468485672.58","reported","0",,"0","0","total",""
"tnl","2021-04","2021-Q2","6533334313",,"6533334313","30","30","6533334313","false","1","6533334313","reported","0",,"0","0","total",""
"tnl","2021-05","2021-Q2","3220694235",,"3220694235","31","30","3116800872.58","false","0.9677","3116800872.58","reported","0",,"0","0","total",""
"tnl","2021-06","2021-Q2","5810756568",,"5810756568","30","30","5810756568","false","1","5810756568","reported","0",,"0","0","total",""
"tnl","2021-07","2021-Q3","6863188205",,"6863188205","31","30","6641795037.1","false","0.9677","6641795037.1","reported","0",,"0","0","total",""
"tnl","2021-08","2021-Q3","4713839648",,"4713839648","31","30","4561780304.52","false","0.9677","4561780304.52","reported","0",,"0","0","total",""
"tnl","2021-09","2021-Q3","5674725522",,"5674725522","30","30","5674725522","false","1","5674725522","reported","0",,"0","0","total",""
"tnl","2021-10","2021-Q4","5680030210",,"5680030210","31","30","5496803429.03","false","0.9677","5496803429.03","reported","0",,"0","0","total",""
"tnl","2021-11","2021-Q4","5493445524",,"5493445524","30","30","5493445524","false","1","5493445524","reported","0",,"0","0","total",""
"tnl","2021-12","2021-Q4","5148616044",,"5148616044","31","30","4982531655.48","false","0.9677","4982531655.48","reported","0",,"0","0","total",""
"tnl","2022-01","2022-Q1","2956481186","2297141438","2956481186","31","30","2861110825.16","false","0.9677","2861110825.16","reported","1556128070.9","2223040101.29","0.7","1","total | us",""
"tnl","2022-02","2022-Q1","2371728907","1372193790","2371728907","28","30","2541138114.64","false","1.0714","2541138114.64","reported","1029145342.5","1470207632.14","0.7","1","total | us",""
"tnl","2022-03","2022-Q1","6064862535","2592339698","6064862535","31","30","5869221808.06","false","0.9677","5869221808.06","reported","1756101085.74","2508715836.77","0.7","1","total | us",""
"tnl","2022-04","2022-Q2","4391336706","2639009286","4391336706","30","30","4391336706","false","1","4391336706","reported","1847306500.2","2639009286","0.7","1","total | us",""
"tnl","2022-05","2022-Q2","6462490440","3079769232","6462490440","31","30","6254023006.45","false","0.9677","6254023006.45","reported","2086295286.19","2980421837.41","0.7","1","total | us",""
"tnl","2022-06","2022-Q2","7077999716","4960136911","7077999716","30","30","7077999716","false","1","7077999716","reported","3472095837.7","4960136911","0.7","1","total | us",""
"tnl","2022-07","2022-Q3","5148159924","2388356667","5148159924","31","30","4982090249.03","false","0.9677","4982090249.03","reported","1617919032.49","2311312903.56","0.7","1","total | us",""
"tnl","2022-08","2022-Q3","4509128819","2493905117","4509128819","31","30","4363673050.65","false","0.9677","4363673050.65","reported","1689419595.39","2413456564.84","0.7","1","total | us",""
"tnl","2022-09","2022-Q3","8464855956","3707671197","8464855956","30","30","8464855956","false","1","8464855956","reported","2595369837.9","3707671197","0.7","1","total | us",""
"tnl","2022-10","2022-Q4","5087813199","1882975382","5087813199","31","30","4923690192.58","false","0.9677","4923690192.58","reported","1275563968.46","1822234240.66","0.7","1","total | us",""
"tnl","2022-11","2022-Q4","6400811803","3428395516","6400811803","30","30","6400811803","false","1","6400811803","reported","2399876861.2","3428395516","0.7","1","total | us",""
"tnl","2022-12","2022-Q4","7745477109","5072331766","7745477109","31","30","7495623008.71","false","0.9677","7495623008.71","reported","3436095712.45","4908708160.64","0.7","1","total | us",""
"tnl","2023-01","2023-Q1","4353511445","2575143208","4353511445","31","30","4213075591.94","false","0.9677","4213075591.94","reported","1744451850.58","2492074072.26","0.7","1","total | us",""
"tnl","2023-02","2023-Q1","7655305054","5876643801","7655305054","28","30","8202112557.86","false","1.0714","8202112557.86","reported","4407482850.75","6296404072.5","0.7","1","total | us",""
"tnl","2023-03","2023-Q1","10880439804","6099699447","10880439804","31","30","10529457874.84","false","0.9677","10529457874.84","reported","4132054464.1","5902934948.71","0.7","1","total | us",""
"tnl","2023-04","2023-Q2","8974159791","6910837033","8974159791","30","30","8974159791","false","1","8974159791","reported","4837585923.1","6910837033","0.7","1","total | us",""
"tnl","2023-05","2023-Q2","11051755486","6658836522","11051755486","31","30","10695247244.52","false","0.9677","10695247244.52","reported","4510824740.71","6444035343.87","0.7","1","total | us",""
"tnl","2023-06","2023-Q2","10629161295","8613798912","10629161295","30","30","10629161295","false","1","10629161295","reported","6029659238.4","8613798912","0.7","1","total | us",""
"tnl","2023-07","2023-Q3","10385672823","6029570122","10385672823","31","30","10050651119.03","false","0.9677","10050651119.03","reported","4084547502","5835067860","0.7","1","total | us",""
"tnl","2023-08","2023-Q3","7610399908","3651566863","7610399908","31","30","7364903136.77","false","0.9677","7364903136.77","reported","2473642068.49","3533774383.56","0.7","1","total | us",""
"tnl","2023-09","2023-Q3","6105217382","2528834948","6105217382","30","30","6105217382","false","1","6105217382","reported","1770184463.6","2528834948","0.7","1","total | us",""
"tnl","2023-10","2023-Q4","5517089747","1981873033","5517089747","31","30","5339119110","false","0.9677","5339119110","reported","1342559151.39","1917941644.84","0.7","1","total | us",""
"tnl","2023-11","2023-Q4","7117212207","2837387676","7117212207","30","30","7117212207","false","1","7117212207","reported","1986171373.2","2837387676","0.7","1","total | us",""
"tnl","2023-12","2023-Q4","3260937383","1006933369","3260937383","31","30","3155745854.52","false","0.9677","3155745854.52","reported","682116153.19","974451647.41","0.7","1","total | us",""
"tnl","2024-01","2024-Q1","5367522013","1835431191","5367522013","31","30","5194376141.61","false","0.9677","5194376141.61","reported","1243356613.26","1776223733.23","0.7","1","total | us",""
"tnl","2024-02","2024-Q1","7817609859","4135486889","7817609859","29","30","8087182612.76","false","1.0345","8087182612.76","reported","2994662919.62","4278089885.17","0.7","1","total | us",""
"tnl","2024-03","2024-Q1","11085289213","7070925734","11085289213","31","30","10727699238.39","false","0.9677","10727699238.39","reported","4789981948.84","6842831355.49","0.7","1","total | us",""
"tnl","2024-04","2024-Q2","15009808640","9219167631","15009808640","30","30","15009808640","false","1","15009808640","reported","6453417341.7","9219167631","0.7","1","total | us",""
"tnl","2024-05","2024-Q2","13772589059","10003019606","13772589059","31","30","13328311992.58","false","0.9677","13328311992.58","reported","6776239087.93","9680341554.19","0.7","1","total | us",""
"tnl","2024-06","2024-Q2","16363856037","12628763447","16363856037","30","30","16363856037","false","1","16363856037","reported","8840134412.9","12628763447","0.7","1","total | us",""
"tnl","2024-07","2024-Q3","17332147587","12837821226","17332147587","31","30","16773046051.94","false","0.9677","16773046051.94","reported","8696588572.46","12423697960.66","0.7","1","total | us",""
"tnl","2024-08","2024-Q3","13422953765","9248891605","13422953765","31","30","12989955256.45","false","0.9677","12989955256.45","reported","6265378184.03","8950540262.9","0.7","1","total | us",""
"tnl","2024-09","2024-Q3","14263080685","8255832631","14263080685","30","30","14263080685","false","1","14263080685","reported","5779082841.7","8255832631","0.7","1","total | us",""
"tnl","2024-10","2024-Q4","13525751893","8523087837","13525751893","31","30","13089437315.81","false","0.9677","13089437315.81","reported","5773704663.78","8248149519.69","0.7","1","total | us",""
"tnl","2024-11","2024-Q4","9571480275","5346782051","9571480275","30","30","9571480275","false","1","9571480275","reported","3742747435.7","5346782051","0.7","1","total | us",""
"tnl","2024-12","2024-Q4","11324818912","3089211985","11324818912","31","30","10959502172.9","false","0.9677","10959502172.9","reported","2092691989.84","2989559985.49","0.7","1","total | us",""
"tnl","2025-01","2025-Q1","21092267117","17188208270","21092267117","31","30","20411871403.55","false","0.9677","20411871403.55","reported","11643624957.1","16633749938.71","0.7","1","total | us",""
"tnl","2025-02","2025-Q1","12909371544","6743553900","12909371544","28","30","13831469511.43","false","1.0714","13831469511.43","reported","5057665425","7225236321.43","0.7","1","total | us",""
"tnl","2025-03","2025-Q1","10212906204","4096745783","10212906204","31","30","9883457616.77","false","0.9677","9883457616.77","reported","2775214885.26","3964592693.23","0.7","1","total | us",""
"tnl","2025-04","2025-Q2","15548493449","7048383734","15548493449","30","30","15548493449","false","1","15548493449","reported","4933868613.8","7048383734","0.7","1","total | us",""
"tnl","2025-05","2025-Q2","7234448537","2665584567","7234448537","31","30","7001079229.35","false","0.9677","7001079229.35","reported","1805718577.64","2579597968.06","0.7","1","total | us",""
"tnl","2025-06","2025-Q2","9125366596","3973613291","9125366596","30","30","9125366596","false","1","9125366596","reported","2781529303.7","3973613291","0.7","1","total | us",""
"tnl","2025-07","2025-Q3","16917447694","8296421976","16917447694","31","30","16371723574.84","false","0.9677","16371723574.84","reported","5620156822.45","8028795460.64","0.7","1","total | us",""
"tnl","2025-08","2025-Q3","6155843389","2826656225","6155843389","31","30","5957267795.81","false","0.9677","5957267795.81","reported","1914831636.29","2735473766.13","0.7","1","total | us",""
"tnl","2025-09","2025-Q3","10519910478","4103367912","10519910478","30","30","10519910478","false","1","10519910478","reported","2872357538.4","4103367912","0.7","1","total | us",""
"tnl","2025-10","2025-Q4","11287364198","7169993245","11287364198","31","30","10923255675.48","false","0.9677","10923255675.48","reported","4857092198.22","6938703140.31","0.7","1","total | us",""
"tnl","2025-11","2025-Q4","7860056905","5744279635","7860056905","30","30","7860056905","false","1","7860056905","reported","4020995744.5","5744279635","0.7","1","total | us",""
"tnl","2025-12","2025-Q4","8422845331","3307065889","8422845331","31","30","8151140642.9","false","0.9677","8151140642.9","reported","2240270440.93","3200386344.19","0.7","1","total | us",""
"tnl","2026-01","2026-Q1","11029752488","4778510639","11029752488","31","30","10673954020.65","false","0.9677","10673954020.65","reported","3237055594.16","4624365134.51","0.7","1","total | us",""
"tnl","2026-02","2026-Q1","9797380594","6132736364","9797380594","28","30","10497193493.57","false","1.0714","10497193493.57","reported","4599552273","6570788961.43","0.7","1","total | us",""
"tnl","2026-03","2026-Q1","14565639378","8998742884","14565639378","31","30","14095780043.23","false","0.9677","14095780043.23","reported","6095922598.84","8708460855.49","0.7","1","total | us",""
"tnl","2026-04","2026-Q2","19705362537","13225225171","19705362537","30","30","19705362537","false","1","19705362537","reported","9257657619.7","13225225171","0.7","1","total | us",""
"tnl","2026-05","2026-Q2",,"8617304331","8617304331","31","30","8339326771.94","false","0.9677","8339326771.94","country_sum_fallback","5837528740.36","8339326771.94","0.7","1","us","trass_total_fallback_to_country_sum"
