company,month,quarter,trass_reported_total_value,trass_fallback_total_value,trass_raw_value,trass_observed_days,trass_target_days,trass_30d_normalized,trass_is_partial_month,trass_adjustment_factor,trass_value_for_trend,trass_total_source,trass_country_weighted_feature,trass_country_weighted_normalized_feature,trass_country_weight_coverage,trass_country_count,country_scopes,data_quality_warnings
"samyang","2026-05","2026-Q2",,"80516436721","80516436721","31","30","77919132310.65","false","0.9677","77919132310.65","country_sum_fallback","15583826462.13","38959566155.32","0.4","2","cn | us","trass_total_fallback_to_country_sum"
"tnl","1996-02","1996-Q1","28643892",,"28643892","29","30","29631612.41","false","1.0345","29631612.41","reported","0",,"0","0","total",""
"tnl","1996-05","1996-Q2","45158146",,"45158146","31","30","43701431.61","false","0.9677","43701431.61","reported","0",,"0","0","total",""
"tnl","1996-06","1996-Q2","32487023",,"32487023","30","30","32487023","false","1","32487023","reported","0",,"0","0","total",""
"tnl","1996-07","1996-Q3","13776800",,"13776800","31","30","13332387.1","false","0.9677","13332387.1","reported","0",,"0","0","total",""
"tnl","1996-08","1996-Q3","5892217",,"5892217","31","30","5702145.48","false","0.9677","5702145.48","reported","0",,"0","0","total",""
"tnl","1996-09","1996-Q3","7830720",,"7830720","30","30","7830720","false","1","7830720","reported","0",,"0","0","total",""
"tnl","1996-11","1996-Q4","29060841",,"29060841","30","30","29060841","false","1","29060841","reported","0",,"0","0","total",""
"tnl","1996-12","1996-Q4","2190168",,"2190168","31","30","2119517.42","false","0.9677","2119517.42","reported","0",,"0","0","total",""
"tnl","1997-02","1997-Q1","34333991",,"34333991","28","30","36786418.93","false","1.0714","36786418.93","reported","0",,"0","0","total",""
"tnl","1997-06","1997-Q2","15198670",,"15198670","30","30","15198670","false","1","15198670","reported","0",,"0","0","total",""
"tnl","1997-08","1997-Q3","40176388",,"40176388","31","30","38880375.48","false","0.9677","38880375.48","reported","0",,"0","0","total",""
"tnl","1997-09","1997-Q3","1087884",,"1087884","30","30","1087884","false","1","1087884","reported","0",,"0","0","total",""
"tnl","1997-11","1997-Q4","1920928",,"1920928","30","30","1920928","false","1","1920928","reported","0",,"0","0","total",""
"tnl","1998-01","1998-Q1","7755936",,"7755936","31","30","7505744.52","false","0.9677","7505744.52","reported","0",,"0","0","total",""
"tnl","1998-02","1998-Q1","68865753",,"68865753","28","30","73784735.36","false","1.0714","73784735.36","reported","0",,"0","0","total",""
"tnl","1998-03","1998-Q1","47239395",,"47239395","31","30","45715543.55","false","0.9677","45715543.55","reported","0",,"0","0","total",""
"tnl","1998-04","1998-Q2","42484303",,"42484303","30","30","42484303","false","1","42484303","reported","0",,"0","0","total",""
"tnl","1998-05","1998-Q2","2383521",,"2383521","31","30","2306633.23","false","0.9677","2306633.23","reported","0",,"0","0","total",""
"tnl","1998-06","1998-Q2","34508575",,"34508575","30","30","34508575","false","1","34508575","reported","0",,"0","0","total",""
"tnl","1998-08","1998-Q3","82135357",,"82135357","31","30","79485829.35","false","0.9677","79485829.35","reported","0",,"0","0","total",""
"tnl","1998-09","1998-Q3","12004946",,"12004946","30","30","12004946","false","1","12004946","reported","0",,"0","0","total",""
"tnl","1998-10","1998-Q4","13955588",,"13955588","31","30","13505407.74","false","0.9677","13505407.74","reported","0",,"0","0","total",""
"tnl","1998-11","1998-Q4","4926814",,"4926814","30","30","4926814","false","1","4926814","reported","0",,"0","0","total",""
"tnl","1998-12","1998-Q4","2315613",,"2315613","31","30","2240915.81","false","0.9677","2240915.81","reported","0",,"0","0","total",""
"tnl","1999-01","1999-Q1","51054947",,"51054947","31","30","49408013.23","false","0.9677","49408013.23","reported","0",,"0","0","total",""
"tnl","1999-02","1999-Q1","3331450",,"3331450","28","30","3569410.71","false","1.0714","3569410.71","reported","0",,"0","0","total",""
"tnl","1999-03","1999-Q1","79297566",,"79297566","31","30","76739580","false","0.9677","76739580","reported","0",,"0","0","total",""
"tnl","1999-04","1999-Q2","2750432",,"2750432","30","30","2750432","false","1","2750432","reported","0",,"0","0","total",""
"tnl","1999-07","1999-Q3","7204070",,"7204070","31","30","6971680.65","false","0.9677","6971680.65","reported","0",,"0","0","total",""
"tnl","1999-08","1999-Q3","53475533",,"53475533","31","30","51750515.81","false","0.9677","51750515.81","reported","0",,"0","0","total",""
"tnl","1999-09","1999-Q3","40062756",,"40062756","30","30","40062756","false","1","40062756","reported","0",,"0","0","total",""
"tnl","1999-10","1999-Q4","46684819",,"46684819","31","30","45178857.1","false","0.9677","45178857.1","reported","0",,"0","0","total",""
"tnl","1999-11","1999-Q4","120402256",,"120402256","30","30","120402256","false","1","120402256","reported","0",,"0","0","total",""
"tnl","1999-12","1999-Q4","54256443",,"54256443","31","30","52506235.16","false","0.9677","52506235.16","reported","0",,"0","0","total",""
"tnl","2000-01","2000-Q1","19267700",,"19267700","31","30","18646161.29","false","0.9677","18646161.29","reported","0",,"0","0","total",""
"tnl","2000-02","2000-Q1","30109050",,"30109050","29","30","31147293.1","false","1.0345","31147293.1","reported","0",,"0","0","total",""
"tnl","2000-03","2000-Q1","11532650",,"11532650","31","30","11160629.03","false","0.9677","11160629.03","reported","0",,"0","0","total",""
"tnl","2000-04","2000-Q2","58538165",,"58538165","30","30","58538165","false","1","58538165","reported","0",,"0","0","total",""
"tnl","2000-05","2000-Q2","40684543",,"40684543","31","30","39372138.39","false","0.9677","39372138.39","reported","0",,"0","0","total",""
"tnl","2000-06","2000-Q2","2018142",,"2018142","30","30","2018142","false","1","2018142","reported","0",,"0","0","total",""
"tnl","2000-07","2000-Q3","11021830",,"11021830","31","30","10666287.1","false","0.9677","10666287.1","reported","0",,"0","0","total",""
"tnl","2000-08","2000-Q3","87738231",,"87738231","31","30","84907965.48","false","0.9677","84907965.48","reported","0",,"0","0","total",""
"tnl","2000-10","2000-Q4","45388800",,"45388800","31","30","43924645.16","false","0.9677","43924645.16","reported","0",,"0","0","total",""
"tnl","2000-12","2000-Q4","26869480",,"26869480","31","30","26002722.58","false","0.9677","26002722.58","reported","0",,"0","0","total",""
"tnl","2001-01","2001-Q1","7572420",,"7572420","31","30","7328148.39","false","0.9677","7328148.39","reported","0",,"0","0","total",""
"tnl","2001-03","2001-Q1","9674845",,"9674845","31","30","9362753.23","false","0.9677","9362753.23","reported","0",,"0","0","total",""
"tnl","2001-04","2001-Q2","188184570",,"188184570","30","30","188184570","false","1","188184570","reported","0",,"0","0","total",""
"tnl","2001-05","2001-Q2","3394934",,"3394934","31","30","3285420","false","0.9677","3285420","reported","0",,"0","0","total",""
"tnl","2001-06","2001-Q2","32492731",,"32492731","30","30","32492731","false","1","32492731","reported","0",,"0","0","total",""
"tnl","2001-07","2001-Q3","53438048",,"53438048","31","30","51714240","false","0.9677","51714240","reported","0",,"0","0","total",""
"tnl","2001-08","2001-Q3","74989660",,"74989660","31","30","72570638.71","false","0.9677","72570638.71","reported","0",,"0","0","total",""
"tnl","2001-09","2001-Q3","15803612",,"15803612","30","30","15803612","false","1","15803612","reported","0",,"0","0","total",""
"tnl","2001-10","2001-Q4","27738506",,"27738506","31","30","26843715.48","false","0.9677","26843715.48","reported","0",,"0","0","total",""
"tnl","2001-11","2001-Q4","124952711",,"124952711","30","30","124952711","false","1","124952711","reported","0",,"0","0","total",""
"tnl","2001-12","2001-Q4","84765090",,"84765090","31","30","82030732.26","false","0.9677","82030732.26","reported","0",,"0","0","total",""
"tnl","2002-01","2002-Q1","33589717",,"33589717","31","30","32506177.74","false","0.9677","32506177.74","reported","0",,"0","0","total",""
"tnl","2002-02","2002-Q1","6265296",,"6265296","28","30","6712817.14","false","1.0714","6712817.14","reported","0",,"0","0","total",""
"tnl","2002-03","2002-Q1","116218993",,"116218993","31","30","112469993.23","false","0.9677","112469993.23","reported","0",,"0","0","total",""
"tnl","2002-04","2002-Q2","86134501",,"86134501","30","30","86134501","false","1","86134501","reported","0",,"0","0","total",""
"tnl","2002-05","2002-Q2","149381382",,"149381382","31","30","144562627.74","false","0.9677","144562627.74","reported","0",,"0","0","total",""
"tnl","2002-06","2002-Q2","104815232",,"104815232","30","30","104815232","false","1","104815232","reported","0",,"0","0","total",""
"tnl","2002-07","2002-Q3","10283945",,"10283945","31","30","9952204.84","false","0.9677","9952204.84","reported","0",,"0","0","total",""
"tnl","2002-08","2002-Q3","41178019",,"41178019","31","30","39849695.81","false","0.9677","39849695.81","reported","0",,"0","0","total",""
"tnl","2002-09","2002-Q3","47950713",,"47950713","30","30","47950713","false","1","47950713","reported","0",,"0","0","total",""
"tnl","2002-10","2002-Q4","69756870",,"69756870","31","30","67506648.39","false","0.9677","67506648.39","reported","0",,"0","0","total",""
"tnl","2002-11","2002-Q4","145074421",,"145074421","30","30","145074421","false","1","145074421","reported","0",,"0","0","total",""
"tnl","2002-12","2002-Q4","226100657",,"226100657","31","30","218807087.42","false","0.9677","218807087.42","reported","0",,"0","0","total",""
"tnl","2003-01","2003-Q1","260446919",,"260446919","31","30","252045405.48","false","0.9677","252045405.48","reported","0",,"0","0","total",""
"tnl","2003-02","2003-Q1","141376801",,"141376801","28","30","151475143.93","false","1.0714","151475143.93","reported","0",,"0","0","total",""
"tnl","2003-03","2003-Q1","91373015",,"91373015","31","30","88425498.39","false","0.9677","88425498.39","reported","0",,"0","0","total",""
"tnl","2003-04","2003-Q2","186478659",,"186478659","30","30","186478659","false","1","186478659","reported","0",,"0","0","total",""
"tnl","2003-05","2003-Q2","120973470",,"120973470","31","30","117071100","false","0.9677","117071100","reported","0",,"0","0","total",""
"tnl","2003-06","2003-Q2","30619795",,"30619795","30","30","30619795","false","1","30619795","reported","0",,"0","0","total",""
"tnl","2003-07","2003-Q3","171273230",,"171273230","31","30","165748287.1","false","0.9677","165748287.1","reported","0",,"0","0","total",""
"tnl","2003-08","2003-Q3","171901073",,"171901073","31","30","166355877.1","false","0.9677","166355877.1","reported","0",,"0","0","total",""
"tnl","2003-09","2003-Q3","197106728",,"197106728","30","30","197106728","false","1","197106728","reported","0",,"0","0","total",""
"tnl","2003-10","2003-Q4","130770609",,"130770609","31","30","126552202.26","false","0.9677","126552202.26","reported","0",,"0","0","total",""
"tnl","2003-11","2003-Q4","207019617",,"207019617","30","30","207019617","false","1","207019617","reported","0",,"0","0","total",""
"tnl","2003-12","2003-Q4","366736669",,"366736669","31","30","354906453.87","false","0.9677","354906453.87","reported","0",,"0","0","total",""
"tnl","2004-01","2004-Q1","99821501",,"99821501","31","30","96601452.58","false","0.9677","96601452.58","reported","0",,"0","0","total",""
"tnl","2004-02","2004-Q1","156654026",,"156654026","29","30","162055888.97","false","1.0345","162055888.97","reported","0",,"0","0","total",""
"tnl","2004-03","2004-Q1","400053739",,"400053739","31","30","387148779.68","false","0.9677","387148779.68","reported","0",,"0","0","total",""
"tnl","2004-04","2004-Q2","210753969",,"210753969","30","30","210753969","false","1","210753969","reported","0",,"0","0","total",""
"tnl","2004-05","2004-Q2","314555993",,"314555993","31","30","304409025.48","false","0.9677","304409025.48","reported","0",,"0","0","total",""
"tnl","2004-06","2004-Q2","237539246",,"237539246","30","30","237539246","false","1","237539246","reported","0",,"0","0","total",""
"tnl","2004-07","2004-Q3","248278243",,"248278243","31","30","240269267.42","false","0.9677","240269267.42","reported","0",,"0","0","total",""
"tnl","2004-08","2004-Q3","102510710",,"102510710","31","30","99203912.9","false","0.9677","99203912.9","reported","0",,"0","0","total",""
"tnl","2004-09","2004-Q3","141941920",,"141941920","30","30","141941920","false","1","141941920","reported","0",,"0","0","total",""
"tnl","2004-10","2004-Q4","74913303",,"74913303","31","30","72496744.84","false","0.9677","72496744.84","reported","0",,"0","0","total",""
"tnl","2004-11","2004-Q4","228631095",,"228631095","30","30","228631095","false","1","228631095","reported","0",,"0","0","total",""
"tnl","2004-12","2004-Q4","138750005",,"138750005","31","30","134274198.39","false","0.9677","134274198.39","reported","0",,"0","0","total",""
"tnl","2005-01","2005-Q1","108999220",,"108999220","31","30","105483116.13","false","0.9677","105483116.13","reported","0",,"0","0","total",""
"tnl","2005-02","2005-Q1","97576685",,"97576685","28","30","104546448.21","false","1.0714","104546448.21","reported","0",,"0","0","total",""
"tnl","2005-03","2005-Q1","184013684",,"184013684","31","30","178077758.71","false","0.9677","178077758.71","reported","0",,"0","0","total",""
"tnl","2005-04","2005-Q2","176608472",,"176608472","30","30","176608472","false","1","176608472","reported","0",,"0","0","total",""
"tnl","2005-05","2005-Q2","122345858",,"122345858","31","30","118399217.42","false","0.9677","118399217.42","reported","0",,"0","0","total",""
"tnl","2005-06","2005-Q2","173623296",,"173623296","30","30","173623296","false","1","173623296","reported","0",,"0","0","total",""
"tnl","2005-07","2005-Q3","333742938",,"333742938","31","30","322977036.77","false","0.9677","322977036.77","reported","0",,"0","0","total",""
"tnl","2005-08","2005-Q3","93444856",,"93444856","31","30","90430505.81","false","0.9677","90430505.81","reported","0",,"0","0","total",""
"tnl","2005-09","2005-Q3","77017432",,"77017432","30","30","77017432","false","1","77017432","reported","0",,"0","0","total",""
"tnl","2005-10","2005-Q4","483585756",,"483585756","31","30","467986215.48","false","0.9677","467986215.48","reported","0",,"0","0","total",""
"tnl","2005-11","2005-Q4","167514571",,"167514571","30","30","167514571","false","1","167514571","reported","0",,"0","0","total",""
"tnl","2005-12","2005-Q4","164629276",,"164629276","31","30","159318654.19","false","0.9677","159318654.19","reported","0",,"0","0","total",""
"tnl","2006-01","2006-Q1","99313817",,"99313817","31","30","96110145.48","false","0.9677","96110145.48","reported","0",,"0","0","total",""
"tnl","2006-02","2006-Q1","55194039",,"55194039","28","30","59136470.36","false","1.0714","59136470.36","reported","0",,"0","0","total",""
"tnl","2006-03","2006-Q1","68992442",,"68992442","31","30","66766879.35","false","0.9677","66766879.35","reported","0",,"0","0","total",""
"tnl","2006-04","2006-Q2","39843089",,"39843089","30","30","39843089","false","1","39843089","reported","0",,"0","0","total",""
"tnl","2006-05","2006-Q2","104977196",,"104977196","31","30","101590834.84","false","0.9677","101590834.84","reported","0",,"0","0","total",""
"tnl","2006-06","2006-Q2","119790186",,"119790186","30","30","119790186","false","1","119790186","reported","0",,"0","0","total",""
"tnl","2006-07","2006-Q3","119036095",,"119036095","31","30","115196220.97","false","0.9677","115196220.97","reported","0",,"0","0","total",""
"tnl","2006-08","2006-Q3","66192737",,"66192737","31","30","64057487.42","false","0.9677","64057487.42","reported","0",,"0","0","total",""
"tnl","2006-09","2006-Q3","271102252",,"271102252","30","30","271102252","false","1","271102252","reported","0",,"0","0","total",""
"tnl","2006-10","2006-Q4","98255768",,"98255768","31","30","95086227.1","false","0.9677","95086227.1","reported","0",,"0","0","total",""
"tnl","2006-11","2006-Q4","169477275",,"169477275","30","30","169477275","false","1","169477275","reported","0",,"0","0","total",""
"tnl","2006-12","2006-Q4","289126829",,"289126829","31","30","279800157.1","false","0.9677","279800157.1","reported","0",,"0","0","total",""
"tnl","2007-01","2007-Q1","268732846",,"268732846","31","30","260064044.52","false","0.9677","260064044.52","reported","0",,"0","0","total",""
"tnl","2007-02","2007-Q1","90928170",,"90928170","28","30","97423039.29","false","1.0714","97423039.29","reported","0",,"0","0","total",""
"tnl","2007-03","2007-Q1","81643205",,"81643205","31","30","79009553.23","false","0.9677","79009553.23","reported","0",,"0","0","total",""
"tnl","2007-04","2007-Q2","76864534",,"76864534","30","30","76864534","false","1","76864534","reported","0",,"0","0","total",""
"tnl","2007-05","2007-Q2","110313632",,"110313632","31","30","106755127.74","false","0.9677","106755127.74","reported","0",,"0","0","total",""
"tnl","2007-06","2007-Q2","92520868",,"92520868","30","30","92520868","false","1","92520868","reported","0",,"0","0","total",""
"tnl","2007-07","2007-Q3","198061096",,"198061096","31","30","191672028.39","false","0.9677","191672028.39","reported","0",,"0","0","total",""
"tnl","2007-08","2007-Q3","189491033",,"189491033","31","30","183378419.03","false","0.9677","183378419.03","reported","0",,"0","0","total",""
"tnl","2007-09","2007-Q3","251679736",,"251679736","30","30","251679736","false","1","251679736","reported","0",,"0","0","total",""
"tnl","2007-10","2007-Q4","238952975",,"238952975","31","30","231244814.52","false","0.9677","231244814.52","reported","0",,"0","0","total",""
"tnl","2007-11","2007-Q4","271106036",,"271106036","30","30","271106036","false","1","271106036","reported","0",,"0","0","total",""
"tnl","2007-12","2007-Q4","80612416",,"80612416","31","30","78012015.48","false","0.9677","78012015.48","reported","0",,"0","0","total",""
"tnl","2008-01","2008-Q1","282930992",,"282930992","31","30","273804185.81","false","0.9677","273804185.81","reported","0",,"0","0","total",""
"tnl","2008-02","2008-Q1","108139933",,"108139933","29","30","111868896.21","false","1.0345","111868896.21","reported","0",,"0","0","total",""
"tnl","2008-03","2008-Q1","31454666",,"31454666","31","30","30439999.35","false","0.9677","30439999.35","reported","0",,"0","0","total",""
"tnl","2008-04","2008-Q2","198790208",,"198790208","30","30","198790208","false","1","198790208","reported","0",,"0","0","total",""
"tnl","2008-05","2008-Q2","399794974",,"399794974","31","30","386898361.94","false","0.9677","386898361.94","reported","0",,"0","0","total",""
"tnl","2008-06","2008-Q2","98989992",,"98989992","30","30","98989992","false","1","98989992","reported","0",,"0","0","total",""
"tnl","2008-07","2008-Q3","215816307",,"215816307","31","30","208854490.65","false","0.9677","208854490.65","reported","0",,"0","0","total",""
"tnl","2008-08","2008-Q3","52001428",,"52001428","31","30","50323962.58","false","0.9677","50323962.58","reported","0",,"0","0","total",""
"tnl","2008-09","2008-Q3","589014061",,"589014061","30","30","589014061","false","1","589014061","reported","0",,"0","0","total",""
"tnl","2008-10","2008-Q4","132985919",,"132985919","31","30","128696050.65","false","0.9677","128696050.65","reported","0",,"0","0","total",""
"tnl","2008-11","2008-Q4","312837430",,"312837430","30","30","312837430","false","1","312837430","reported","0",,"0","0","total",""
"tnl","2008-12","2008-Q4","834763464",,"834763464","31","30","807835610.32","false","0.9677","807835610.32","reported","0",,"0","0","total",""
"tnl","2009-01","2009-Q1","533518851",,"533518851","31","30","516308565.48","false","0.9677","516308565.48","reported","0",,"0","0","total",""
"tnl","2009-02","2009-Q1","621489594",,"621489594","28","30","665881707.86","false","1.0714","665881707.86","reported","0",,"0","0","total",""
"tnl","2009-03","2009-Q1","606645124",,"606645124","31","30","587075926.45","false","0.9677","587075926.45","reported","0",,"0","0","total",""
"tnl","2009-04","2009-Q2","573793370",,"573793370","30","30","573793370","false","1","573793370","reported","0",,"0","0","total",""
"tnl","2009-05","2009-Q2","915309216",,"915309216","31","30","885783112.26","false","0.9677","885783112.26","reported","0",,"0","0","total",""
"tnl","2009-06","2009-Q2","565904806",,"565904806","30","30","565904806","false","1","565904806","reported","0",,"0","0","total",""
"tnl","2009-07","2009-Q3","852844142",,"852844142","31","30","825333040.65","false","0.9677","825333040.65","reported","0",,"0","0","total",""
"tnl","2009-08","2009-Q3","234627250",,"234627250","31","30","227058629.03","false","0.9677","227058629.03","reported","0",,"0","0","total",""
"tnl","2009-09","2009-Q3","173966521",,"173966521","30","30","173966521","false","1","173966521","reported","0",,"0","0","total",""
"tnl","2009-10","2009-Q4","768842885",,"768842885","31","30","744041501.61","false","0.9677","744041501.61","reported","0",,"0","0","total",""
"tnl","2009-11","2009-Q4","794869974",,"794869974","30","30","794869974","false","1","794869974","reported","0",,"0","0","total",""
"tnl","2009-12","2009-Q4","245257851",,"245257851","31","30","237346307.42","false","0.9677","237346307.42","reported","0",,"0","0","total",""
"tnl","2010-01","2010-Q1","492034365",,"492034365","31","30","476162288.71","false","0.9677","476162288.71","reported","0",,"0","0","total",""
"tnl","2010-02","2010-Q1","448970905",,"448970905","28","30","481040255.36","false","1.0714","481040255.36","reported","0",,"0","0","total",""
"tnl","2010-03","2010-Q1","420605596",,"420605596","31","30","407037673.55","false","0.9677","407037673.55","reported","0",,"0","0","total",""
"tnl","2010-04","2010-Q2","717690368",,"717690368","30","30","717690368","false","1","717690368","reported","0",,"0","0","total",""
"tnl","2010-05","2010-Q2","1072129206",,"1072129206","31","30","1037544392.9","false","0.9677","1037544392.9","reported","0",,"0","0","total",""
"tnl","2010-06","2010-Q2","385833113",,"385833113","30","30","385833113","false","1","385833113","reported","0",,"0","0","total",""
"tnl","2010-07","2010-Q3","679737321",,"679737321","31","30","657810310.65","false","0.9677","657810310.65","reported","0",,"0","0","total",""
"tnl","2010-08","2010-Q3","588034182",,"588034182","31","30","569065337.42","false","0.9677","569065337.42","reported","0",,"0","0","total",""
"tnl","2010-09","2010-Q3","1206875182",,"1206875182","30","30","1206875182","false","1","1206875182","reported","0",,"0","0","total",""
"tnl","2010-10","2010-Q4","1725226286",,"1725226286","31","30","1669573825.16","false","0.9677","1669573825.16","reported","0",,"0","0","total",""
"tnl","2010-11","2010-Q4","126726997",,"126726997","30","30","126726997","false","1","126726997","reported","0",,"0","0","total",""
"tnl","2010-12","2010-Q4","1411072134",,"1411072134","31","30","1365553678.06","false","0.9677","1365553678.06","reported","0",,"0","0","total",""
"tnl","2011-01","2011-Q1","549718906",,"549718906","31","30","531986038.06","false","0.9677","531986038.06","reported","0",,"0","0","total",""
"tnl","2011-02","2011-Q1","334617567",,"334617567","28","30","358518821.79","false","1.0714","358518821.79","reported","0",,"0","0","total",""
"tnl","2011-03","2011-Q1","1110606653",,"1110606653","31","30","1074780631.94","false","0.9677","1074780631.94","reported","0",,"0","0","total",""
"tnl","2011-04","2011-Q2","974792197",,"974792197","30","30","974792197","false","1","974792197","reported","0",,"0","0","total",""
"tnl","2011-05","2011-Q2","879827521",,"879827521","31","30","851445988.06","false","0.9677","851445988.06","reported","0",,"0","0","total",""
"tnl","2011-06","2011-Q2","3888718636",,"3888718636","30","30","3888718636","false","1","3888718636","reported","0",,"0","0","total",""
"tnl","2011-07","2011-Q3","468158309",,"468158309","31","30","453056428.06","false","0.9677","453056428.06","reported","0",,"0","0","total",""
"tnl","2011-08","2011-Q3","412789222",,"412789222","31","30","399473440.65","false","0.9677","399473440.65","reported","0",,"0","0","total",""
"tnl","2011-09","2011-Q3","891584672",,"891584672","30","30","891584672","false","1","891584672","reported","0",,"0","0","total",""
"tnl","2011-10","2011-Q4","371030769",,"371030769","31","30","359062034.52","false","0.9677","359062034.52","reported","0",,"0","0","total",""
"tnl","2011-11","2011-Q4","2056102269",,"2056102269","30","30","2056102269","false","1","2056102269","reported","0",,"0","0","total",""
"tnl","2011-12","2011-Q4","1243400052",,"1243400052","31","30","1203290372.9","false","0.9677","1203290372.9","reported","0",,"0","0","total",""
"tnl","2012-01","2012-Q1","419883733",,"419883733","31","30","406339096.45","false","0.9677","406339096.45","reported","0",,"0","0","total",""
"tnl","2012-02","2012-Q1","946119996",,"946119996","29","30","978744823.45","false","1.0345","978744823.45","reported","0",,"0","0","total",""
"tnl","2012-03","2012-Q1","818120875",,"818120875","31","30","791729879.03","false","0.9677","791729879.03","reported","0",,"0","0","total",""
"tnl","2012-04","2012-Q2","1496409323",,"1496409323","30","30","1496409323","false","1","1496409323","reported","0",,"0","0","total",""
"tnl","2012-05","2012-Q2","1941339156",,"1941339156","31","30","1878715312.26","false","0.9677","1878715312.26","reported","0",,"0","0","total",""
"tnl","2012-06","2012-Q2","439898165",,"439898165","30","30","439898165","false","1","439898165","reported","0",,"0","0","total",""
"tnl","2012-07","2012-Q3","1647975148",,"1647975148","31","30","1594814659.35","false","0.9677","1594814659.35","reported","0",,"0","0","total",""
"tnl","2012-08","2012-Q3","426988732",,"426988732","31","30","413214901.94","false","0.9677","413214901.94","reported","0",,"0","0","total",""
"tnl","2012-09","2012-Q3","1885040198",,"1885040198","30","30","1885040198","false","1","1885040198","reported","0",,"0","0","total",""
"tnl","2012-10","2012-Q4","986431199",,"986431199","31","30","954610837.74","false","0.9677","954610837.74","reported","0",,"0","0","total",""
"tnl","2012-11","2012-Q4","3574429404",,"3574429404","30","30","3574429404","false","1","3574429404","reported","0",,"0","0","total",""
"tnl","2012-12","2012-Q4","4657202306",,"4657202306","31","30","4506969973.55","false","0.9677","4506969973.55","reported","0",,"0","0","total",""
"tnl","2013-01","2013-Q1","1149756803",,"1149756803","31","30","1112667873.87","false","0.9677","1112667873.87","reported","0",,"0","0","total",""
"tnl","2013-02","2013-Q1","2145931257",,"2145931257","28","30","2299212061.07","false","1.0714","2299212061.07","reported","0",,"0","0","total",""
"tnl","2013-03","2013-Q1","1324042505",,"1324042505","31","30","1281331456.45","false","0.9677","1281331456.45","reported","0",,"0","0","total",""
"tnl","2013-04","2013-Q2","1342802208",,"1342802208","30","30","1342802208","false","1","1342802208","reported","0",,"0","0","total",""
"tnl","2013-05","2013-Q2","1284229497",,"1284229497","31","30","1242802739.03","false","0.9677","1242802739.03","reported","0",,"0","0","total",""
"tnl","2013-06","2013-Q2","1935957756",,"1935957756","30","30","1935957756","false","1","1935957756","reported","0",,"0","0","total",""
"tnl","2013-07","2013-Q3","385370049",,"385370049","31","30","372938757.1","false","0.9677","372938757.1","reported","0",,"0","0","total",""
"tnl","2013-08","2013-Q3","657886354",,"657886354","31","30","636664213.55","false","0.9677","636664213.55","reported","0",,"0","0","total",""
"tnl","2013-09","2013-Q3","738609007",,"738609007","30","30","738609007","false","1","738609007","reported","0",,"0","0","total",""
"tnl","2013-10","2013-Q4","6083785455",,"6083785455","31","30","5887534311.29","false","0.9677","5887534311.29","reported","0",,"0","0","total",""
"tnl","2013-11","2013-Q4","1611065326",,"1611065326","30","30","1611065326","false","1","1611065326","reported","0",,"0","0","total",""
"tnl","2013-12","2013-Q4","2643032828",,"2643032828","31","30","2557773704.52","false","0.9677","2557773704.52","reported","0",,"0","0","total",""
"tnl","2014-01","2014-Q1","1308032608",,"1308032608","31","30","1265838007.74","false","0.9677","1265838007.74","reported","0",,"0","0","total",""
"tnl","2014-02","2014-Q1","686604105",,"686604105","28","30","735647255.36","false","1.0714","735647255.36","reported","0",,"0","0","total",""
"tnl","2014-03","2014-Q1","1498065643",,"1498065643","31","30","1449740944.84","false","0.9677","1449740944.84","reported","0",,"0","0","total",""
"tnl","2014-04","2014-Q2","596247830",,"596247830","30","30","596247830","false","1","596247830","reported","0",,"0","0","total",""
"tnl","2014-05","2014-Q2","1128630788",,"1128630788","31","30","1092223343.23","false","0.9677","1092223343.23","reported","0",,"0","0","total",""
"tnl","2014-06","2014-Q2","988078581",,"988078581","30","30","988078581","false","1","988078581","reported","0",,"0","0","total",""
"tnl","2014-07","2014-Q3","1814433182",,"1814433182","31","30","1755903079.35","false","0.9677","1755903079.35","reported","0",,"0","0","total",""
"tnl","2014-08","2014-Q3","984055509",,"984055509","31","30","952311782.9","false","0.9677","952311782.9","reported","0",,"0","0","total",""
"tnl","2014-09","2014-Q3","1030991411",,"1030991411","30","30","1030991411","false","1","1030991411","reported","0",,"0","0","total",""
"tnl","2014-10","2014-Q4","1586491750",,"1586491750","31","30","1535314596.77","false","0.9677","1535314596.77","reported","0",,"0","0","total",""
"tnl","2014-11","2014-Q4","4603867601",,"4603867601","30","30","4603867601","false","1","4603867601","reported","0",,"0","0","total",""
"tnl","2014-12","2014-Q4","6214322665",,"6214322665","31","30","6013860643.55","false","0.9677","6013860643.55","reported","0",,"0","0","total",""
"tnl","2015-01","2015-Q1","1677220883",,"1677220883","31","30","1623116983.55","false","0.9677","1623116983.55","reported","0",,"0","0","total",""
"tnl","2015-02","2015-Q1","1017795341",,"1017795341","28","30","1090495008.21","false","1.0714","1090495008.21","reported","0",,"0","0","total",""
"tnl","2015-03","2015-Q1","1788169343",,"1788169343","31","30","1730486460.97","false","0.9677","1730486460.97","reported","0",,"0","0","total",""
"tnl","2015-04","2015-Q2","1730066453",,"1730066453","30","30","1730066453","false","1","1730066453","reported","0",,"0","0","total",""
"tnl","2015-05","2015-Q2","1413683063",,"1413683063","31","30","1368080383.55","false","0.9677","1368080383.55","reported","0",,"0","0","total",""
"tnl","2015-06","2015-Q2","1618836771",,"1618836771","30","30","1618836771","false","1","1618836771","reported","0",,"0","0","total",""
