company,company_label,product_line,country_scope,quarter,export_value_usd,export_value_krw,export_weight_kg,domestic_company_count,foreign_counterparty_count,trass_raw_value,trass_observed_days,trass_target_days,trass_30d_normalized,trass_is_partial_month,trass_adjustment_factor,trass_value_for_trend,trass_total_source
"samyang","삼양식품","sauce","total","2023-Q2","48119395","63256798558","13465053.4","992","1788","63256798558","91","90","62579649751.71","false","0.989","62579649751.71","reported"
"samyang","삼양식품","sauce","total","2023-Q3","50802626","66567996182","15225505.336","1047","1857","66567996182","92","90","65181142807.51","false","0.9783","65181142807.51","reported"
"samyang","삼양식품","sauce","total","2023-Q4","54049045","71638930832","14933499.759999998","1044","1840","71638930832","92","90","70115514868.07","false","0.9783","70115514868.07","reported"
"samyang","삼양식품","sauce","total","2024-Q1","48841206","64682070274","13519750.829","1010","1765","64682070274","91","90","63908337124.869995","false","0.989","63908337124.869995","reported"
"samyang","삼양식품","sauce","total","2024-Q2","57239863","78246631623","15593498.708","1114","1966","78246631623","91","90","77438473543.23","false","0.989","77438473543.23","reported"
"samyang","삼양식품","sauce","total","2024-Q3","55179687","75190143045","15680256.519","1110","1962","75190143045","92","90","73514182113.03","false","0.9783","73514182113.03","reported"
"samyang","삼양식품","sauce","total","2024-Q4","58551195","81064189030","16005631.150999999","1158","2095","81064189030","92","90","79345745140.83","false","0.9783","79345745140.83","reported"
"samyang","삼양식품","sauce","total","2025-Q1","58550164","85018577624","15156862.685999999","1099","1896","85018577624","90","90","85245142788.63","false","1","85245142788.63","reported"
"samyang","삼양식품","sauce","total","2025-Q2","63870770","90142237243","16894160.801","1167","1996","90142237243","91","90","89141258372.42","false","0.989","89141258372.42","reported"
"samyang","삼양식품","sauce","total","2025-Q3","60193820","83233220212","17264121.054","1225","2111","83233220212","92","90","81534382650.87","false","0.9783","81534382650.87","reported"
"samyang","삼양식품","sauce","total","2025-Q4","55634269","80515394951","16017618.976999998","1234","2067","80515394951","92","90","78768817974.45999","false","0.9783","78768817974.45999","reported"
"samyang","삼양식품","sauce","total","2026-Q1","57917100","84512088510","15403464.831","1192","2029","84512088510","90","90","84449330080.1","false","1","84449330080.1","reported"
"samyang","삼양식품","sauce","total","2026-Q2","23116420","34522588714","5839877.769","431","737","34522588714","30","30","34522588714","false","1","34522588714","reported"
"samyang","삼양식품","sauce","us","2022-Q1","12334470","14695731776","2922453.87","0","0","14695731776","90","90","14594761626.49","false","1","14594761626.49","reported"
"samyang","삼양식품","sauce","us","2022-Q2","12465953","15451076749","2627271.95","0","0","15451076749","91","90","15292519335.130001","false","0.989","15292519335.130001","reported"
"samyang","삼양식품","sauce","us","2022-Q3","8224255","10826925245","1843577.79","0","0","10826925245","92","90","10591204262.06","false","0.9783","10591204262.06","reported"
"samyang","삼양식품","sauce","us","2022-Q4","8544974","11695912437","2074550.42","0","0","11695912437","92","90","11426038638.42","false","0.9783","11426038638.42","reported"
"samyang","삼양식품","sauce","us","2023-Q1","7919910","10089722123","1964337.45","0","0","10089722123","90","90","10124034422.619999","false","1","10124034422.619999","reported"
"samyang","삼양식품","sauce","us","2023-Q2","9134102","12009971133","2016784.44","0","0","12009971133","91","90","11888571369.58","false","0.989","11888571369.58","reported"
"samyang","삼양식품","sauce","us","2023-Q3","8588172","11251794088","2030723.5599999998","0","0","11251794088","92","90","11021314511.04","false","0.9783","11021314511.04","reported"
"samyang","삼양식품","sauce","us","2023-Q4","9448641","12504463794","2038570.76","0","0","12504463794","92","90","12244675363.48","false","0.9783","12244675363.48","reported"
"samyang","삼양식품","sauce","us","2024-Q1","8958754","11870397258","1918633.13","0","0","11870397258","91","90","11705998435.25","false","0.989","11705998435.25","reported"
"samyang","삼양식품","sauce","us","2024-Q2","12737272","17397977236","2782849.62","0","0","17397977236","91","90","17228695424.32","false","0.989","17228695424.32","reported"
"samyang","삼양식품","sauce","us","2024-Q3","10424156","14232621764","2501938.82","0","0","14232621764","92","90","13897487649.91","false","0.9783","13897487649.91","reported"
"samyang","삼양식품","sauce","us","2024-Q4","10562901","14590505579","2579089.9899999998","0","0","14590505579","92","90","14285919010.04","false","0.9783","14285919010.04","reported"
"samyang","삼양식품","sauce","us","2025-Q1","11160775","16199838165","2623322.22","0","0","16199838165","90","90","16270159096.760002","false","1","16270159096.760002","reported"
"samyang","삼양식품","sauce","us","2025-Q2","14559655","20549253914","3274212.2199999997","0","0","20549253914","91","90","20338850967.84","false","0.989","20338850967.84","reported"
"samyang","삼양식품","sauce","us","2025-Q3","10558704","14603979083","2625793.74","0","0","14603979083","92","90","14333498031.810001","false","0.9783","14333498031.810001","reported"
"samyang","삼양식품","sauce","us","2025-Q4","11179326","16205817027","2800224.7299999995","0","0","16205817027","92","90","15841053923.259998","false","0.9783","15841053923.259998","reported"
"samyang","삼양식품","sauce","us","2026-Q1","13510454","19705816322","2949752.5300000003","0","0","19705816322","90","90","19702921805.010002","false","1","19702921805.010002","reported"
"samyang","삼양식품","sauce","us","2026-Q2","8661462","12872319759","1804400.561","0","0","12872319759","61","60","12752000221.45","false","0.9836","12752000221.45","reported"
"tnl","티앤엘","patch","total","1996-Q1","36917","28643892","4091","0","0","28643892","29","30","29631612.41","false","1.0345","29631612.41","reported"
"tnl","티앤엘","patch","total","1996-Q2","99336","77645169","8989","0","0","77645169","61","60","76188454.61","false","0.9836","76188454.61","reported"
"tnl","티앤엘","patch","total","1996-Q3","33866","27499737","4014","0","0","27499737","92","90","26865252.58","false","0.9783","26865252.58","reported"
"tnl","티앤엘","patch","total","1996-Q4","37905","31251009","3731","0","0","31251009","61","60","31180358.42","false","0.9836","31180358.42","reported"
"tnl","티앤엘","patch","total","1997-Q1","39600","34333991","3285","0","0","34333991","28","30","36786418.93","false","1.0714","36786418.93","reported"
"tnl","티앤엘","patch","total","1997-Q2","17170","15198670","1818","0","0","15198670","30","30","15198670","false","1","15198670","reported"
"tnl","티앤엘","patch","total","1997-Q3","46316","41264272","6862","0","0","41264272","61","60","39968259.48","false","0.9836","39968259.48","reported"
"tnl","티앤엘","patch","total","1997-Q4","2030","1920928","33","0","0","1920928","30","30","1920928","false","1","1920928","reported"
"tnl","티앤엘","patch","total","1998-Q1","84213","123861084","11545","0","0","123861084","90","90","127006023.42999999","false","1","127006023.42999999","reported"
"tnl","티앤엘","patch","total","1998-Q2","57801","79376399","1936","0","0","79376399","91","90","79299511.22999999","false","0.989","79299511.22999999","reported"
"tnl","티앤엘","patch","total","1998-Q3","71395","94140303","7692","0","0","94140303","61","60","91490775.35","false","0.9836","91490775.35","reported"
"tnl","티앤엘","patch","total","1998-Q4","15996","21198015","650","0","0","21198015","92","90","20673137.55","false","0.9783","20673137.55","reported"
"tnl","티앤엘","patch","total","1999-Q1","112468","133683963","14507","0","0","133683963","90","90","129717003.94","false","1","129717003.94","reported"
"tnl","티앤엘","patch","total","1999-Q2","2280","2750432","86","0","0","2750432","30","30","2750432","false","1","2750432","reported"
"tnl","티앤엘","patch","total","1999-Q3","85070","100742359","8553","0","0","100742359","92","90","98784952.46000001","false","0.9783","98784952.46000001","reported"
"tnl","티앤엘","patch","total","1999-Q4","189674","221343518","8692","0","0","221343518","92","90","218087348.26","false","0.9783","218087348.26","reported"
"tnl","티앤엘","patch","total","2000-Q1","54454","60909400","2564","0","0","60909400","91","90","60954083.42","false","0.989","60954083.42","reported"
"tnl","티앤엘","patch","total","2000-Q2","91872","101240850","10182","0","0","101240850","91","90","99928445.39","false","0.989","99928445.39","reported"
"tnl","티앤엘","patch","total","2000-Q3","89474","98760061","4207","0","0","98760061","62","60","95574252.58","false","0.9677","95574252.58","reported"
"tnl","티앤엘","patch","total","2000-Q4","63269","72258280","6870","0","0","72258280","62","60","69927367.74","false","0.9677","69927367.74","reported"
"tnl","티앤엘","patch","total","2001-Q1","13523","17247265","1108","0","0","17247265","62","60","16690901.620000001","false","0.9677","16690901.620000001","reported"
"tnl","티앤엘","patch","total","2001-Q2","172685","224072235","13540","0","0","224072235","91","90","223962721","false","0.989","223962721","reported"
"tnl","티앤엘","patch","total","2001-Q3","112780","144231320","8613","0","0","144231320","92","90","140088490.70999998","false","0.9783","140088490.70999998","reported"
"tnl","티앤엘","patch","total","2001-Q4","184297","237456307","19296","0","0","237456307","92","90","233827158.74","false","0.9783","233827158.74","reported"
"tnl","티앤엘","patch","total","2002-Q1","119348","156074006","10620","0","0","156074006","90","90","151688988.11","false","1","151688988.11","reported"
"tnl","티앤엘","patch","total","2002-Q2","269605","340331115","11134","0","0","340331115","91","90","335512360.74","false","0.989","335512360.74","reported"
"tnl","티앤엘","patch","total","2002-Q3","83737","99412677","9113","0","0","99412677","92","90","97752613.65","false","0.9783","97752613.65","reported"
"tnl","티앤엘","patch","total","2002-Q4","365369","440931948","77545.2","5","0","440931948","92","90","431388156.80999994","false","0.9783","431388156.80999994","reported"
"tnl","티앤엘","patch","total","2003-Q1","415644","493196735","73808","0","0","493196735","90","90","491946047.79999995","false","1","491946047.79999995","reported"
"tnl","티앤엘","patch","total","2003-Q2","280463","338071924","46525","0","0","338071924","91","90","334169554","false","0.989","334169554","reported"
"tnl","티앤엘","patch","total","2003-Q3","462505","540281031","85379.2","12","0","540281031","92","90","529210892.2","false","0.9783","529210892.2","reported"
"tnl","티앤엘","patch","total","2003-Q4","602173","704526895","87401.5","10","0","704526895","92","90","688478273.13","false","0.9783","688478273.13","reported"
"tnl","티앤엘","patch","total","2004-Q1","565924","656529266","96253.2","11","0","656529266","91","90","645806121.23","false","0.989","645806121.23","reported"
"tnl","티앤엘","patch","total","2004-Q2","661151","762849208","118598.20000000001","10","0","762849208","91","90","752702240.48","false","0.989","752702240.48","reported"
"tnl","티앤엘","patch","total","2004-Q3","430883","492730873","99487.4","6","0","492730873","92","90","481415100.32","false","0.9783","481415100.32","reported"
"tnl","티앤엘","patch","total","2004-Q4","406948","442294403","62115","12","0","442294403","92","90","435402038.23","false","0.9783","435402038.23","reported"
"tnl","티앤엘","patch","total","2005-Q1","385246","390589589","72133","0","0","390589589","90","90","388107323.04999995","false","1","388107323.04999995","reported"
"tnl","티앤엘","patch","total","2005-Q2","473255","472577626","91276","5","0","472577626","91","90","468630985.42","false","0.989","468630985.42","reported"
"tnl","티앤엘","patch","total","2005-Q3","493196","504205226","62727.8","6","0","504205226","92","90","490424974.58","false","0.9783","490424974.58","reported"
"tnl","티앤엘","patch","total","2005-Q4","792085","815729603","43183.1","5","0","815729603","92","90","794819440.6700001","false","0.9783","794819440.6700001","reported"
"tnl","티앤엘","patch","total","2006-Q1","229725","223500298","11112.5","5","0","223500298","90","90","222013495.19","false","1","222013495.19","reported"
"tnl","티앤엘","patch","total","2006-Q2","282619","264610471","45999.7","0","0","264610471","91","90","261224109.84","false","0.989","261224109.84","reported"
"tnl","티앤엘","patch","total","2006-Q3","482137","456331084","49982.6","6","0","456331084","92","90","450355960.39","false","0.9783","450355960.39","reported"
"tnl","티앤엘","patch","total","2006-Q4","600753","556859872","50270.8","7","0","556859872","92","90","544363659.2","false","0.9783","544363659.2","reported"
"tnl","티앤엘","patch","total","2007-Q1","476135","441304221","36432.4","5","0","441304221","90","90","436496637.04","false","1","436496637.04","reported"
"tnl","티앤엘","patch","total","2007-Q2","303986","279699034","18361.4","0","0","279699034","91","90","276140529.74","false","0.989","276140529.74","reported"
"tnl","티앤엘","patch","total","2007-Q3","694464","639231865","48463.3","12","0","639231865","92","90","626730183.42","false","0.9783","626730183.42","reported"
"tnl","티앤엘","patch","total","2007-Q4","652059","590671427","17770","5","0","590671427","92","90","580362866","false","0.9783","580362866","reported"
"tnl","티앤엘","patch","total","2008-Q1","450878","422525591","38127.3","5","0","422525591","91","90","416113081.37","false","0.989","416113081.37","reported"
"tnl","티앤엘","patch","total","2008-Q2","695284","697575174","42165.6","6","5","697575174","91","90","684678561.94","false","0.989","684678561.94","reported"
"tnl","티앤엘","patch","total","2008-Q3","797079","856831796","35790.2","6","9","856831796","92","90","848192514.23","false","0.9783","848192514.23","reported"
"tnl","티앤엘","patch","total","2008-Q4","945166","1280586813","62841.5","8","20","1280586813","92","90","1249369090.97","false","0.9783","1249369090.97","reported"
"tnl","티앤엘","patch","total","2009-Q1","1265198","1761653569","100426.5","11","22","1761653569","90","90","1769266199.7900002","false","1","1769266199.7900002","reported"
"tnl","티앤엘","patch","total","2009-Q2","1606651","2055007392","77989.9","11","29","2055007392","91","90","2025481288.26","false","0.989","2025481288.26","reported"
"tnl","티앤엘","patch","total","2009-Q3","1007470","1261437913","47414","11","25","1261437913","92","90","1226358190.6799998","false","0.9783","1226358190.6799998","reported"
"tnl","티앤엘","patch","total","2009-Q4","1564221","1808970710","112768.7","19","22","1808970710","92","90","1776257783.0300002","false","0.9783","1776257783.0300002","reported"
"tnl","티앤엘","patch","total","2010-Q1","1201615","1361610866","57050.1","11","23","1361610866","90","90","1364240217.62","false","1","1364240217.62","reported"
"tnl","티앤엘","patch","total","2010-Q2","1912497","2175652687","55436.99999999999","13","30","2175652687","91","90","2141067873.9","false","0.989","2141067873.9","reported"
"tnl","티앤엘","patch","total","2010-Q3","2105745","2474646685","58929.6","6","27","2474646685","92","90","2433750830.0699997","false","0.9783","2433750830.0699997","reported"
"tnl","티앤엘","patch","total","2010-Q4","2880068","3263025417","120901.6","17","31","3263025417","92","90","3161854500.2200003","false","0.9783","3161854500.2200003","reported"
"tnl","티앤엘","patch","total","2011-Q1","1791686","1994943126","88409.2","22","36","1994943126","90","90","1965285491.79","false","1","1965285491.79","reported"
"tnl","티앤엘","patch","total","2011-Q2","5352742","5743338354","102539.79999999999","21","32","5743338354","91","90","5714956821.059999","false","0.989","5714956821.059999","reported"
"tnl","티앤엘","patch","total","2011-Q3","1651657","1772532203","96748.4","12","27","1772532203","92","90","1744114540.71","false","0.9783","1744114540.71","reported"
"tnl","티앤엘","patch","total","2011-Q4","3229936","3670533090","140822.6","22","37","3670533090","92","90","3618454676.42","false","0.9783","3618454676.42","reported"
"tnl","티앤엘","patch","total","2012-Q1","1953555","2184124604","93299.5","21","35","2184124604","91","90","2176813798.9300003","false","0.989","2176813798.9300003","reported"
"tnl","티앤엘","patch","total","2012-Q2","3429295","3877646644","93250.9","28","40","3877646644","91","90","3815022800.26","false","0.989","3815022800.26","reported"
"tnl","티앤엘","patch","total","2012-Q3","3509086","3960004078","129931.7","26","39","3960004078","92","90","3893069759.29","false","0.9783","3893069759.29","reported"
"tnl","티앤엘","patch","total","2012-Q4","8598983","9218062909","145299.2","22","38","9218062909","92","90","9036010215.29","false","0.9783","9036010215.29","reported"
"tnl","티앤엘","patch","total","2013-Q1","4304012","4619730565","186685","27","46","4619730565","90","90","4693211391.39","false","1","4693211391.39","reported"
"tnl","티앤엘","patch","total","2013-Q2","4099731","4562989461","172534.8","33","44","4562989461","91","90","4521562703.03","false","0.989","4521562703.03","reported"
"tnl","티앤엘","patch","total","2013-Q3","1615257","1781865410","91237","24","37","1781865410","92","90","1748211977.65","false","0.9783","1748211977.65","reported"
"tnl","티앤엘","patch","total","2013-Q4","9806975","10337883609","153187","29","48","10337883609","92","90","10056373341.81","false","0.9783","10056373341.81","reported"
"tnl","티앤엘","patch","total","2014-Q1","3302789","3492702356","154704","27","49","3492702356","90","90","3451226207.9399996","false","1","3451226207.9399996","reported"
"tnl","티앤엘","patch","total","2014-Q2","2657274","2712957199","155876.4","29","42","2712957199","91","90","2676549754.23","false","0.989","2676549754.23","reported"
"tnl","티앤엘","patch","total","2014-Q3","3777717","3829480102","163707.90000000002","30","52","3829480102","92","90","3739206273.25","false","0.9783","3739206273.25","reported"
"tnl","티앤엘","patch","total","2014-Q4","11550141","12404682016","248184.8","36","66","12404682016","92","90","12153042841.32","false","0.9783","12153042841.32","reported"
"tnl","티앤엘","patch","total","2015-Q1","4107611","4483185567","237182.3","36","60","4483185567","90","90","4444098452.7300005","false","1","4444098452.7300005","reported"
"tnl","티앤엘","patch","total","2015-Q2","4382359","4762586287","170043.7","33","58","4762586287","91","90","4716983607.55","false","0.989","4716983607.55","reported"
"tnl","티앤엘","patch","total","2015-Q3","8643106","10036111982","173077.5","29","48","10036111982","92","90","9923493934.3","false","0.9783","9923493934.3","reported"
"tnl","티앤엘","patch","total","2015-Q4","7686329","8847898225","260075.30000000002","38","63","8847898225","92","90","8671415123.710001","false","0.9783","8671415123.710001","reported"
"tnl","티앤엘","patch","total","2016-Q1","5838929","6987376136","228408.6","29","59","6987376136","91","90","6854392635.29","false","0.989","6854392635.29","reported"
"tnl","티앤엘","patch","total","2016-Q2","6010661","6907471855","350955.76","30","58","6907471855","91","90","6828445569.940001","false","0.989","6828445569.940001","reported"
"tnl","티앤엘","patch","total","2016-Q3","3280054","3658500034","175425.02","34","72","3658500034","92","90","3560917781.0299997","false","0.9783","3560917781.0299997","reported"
"tnl","티앤엘","patch","total","2016-Q4","4018504","4570126817","188710.82","38","76","4570126817","92","90","4469358862.03","false","0.9783","4469358862.03","reported"
"tnl","티앤엘","patch","total","2017-Q1","7136892","8125162874","251337.10000000003","37","70","8125162874","90","90","8195447009.82","false","1","8195447009.82","reported"
"tnl","티앤엘","patch","total","2017-Q2","5592440","6257218370","212569.886","36","73","6257218370","91","90","6228803080.48","false","0.989","6228803080.48","reported"
"tnl","티앤엘","patch","total","2017-Q3","6609264","7410236088","172696.13","36","87","7410236088","92","90","7230554407.64","false","0.9783","7230554407.64","reported"
"tnl","티앤엘","patch","total","2017-Q4","7446617","8202833938","252568.642","40","90","8202833938","92","90","8016325326","false","0.9783","8016325326","reported"
"tnl","티앤엘","patch","total","2018-Q1","4649022","4949270488","151209.32","36","72","4949270488","90","90","4965345322.39","false","1","4965345322.39","reported"
"tnl","티앤엘","patch","total","2018-Q2","7068052","7552574198","263077.95","33","84","7552574198","91","90","7440455468.969999","false","0.989","7440455468.969999","reported"
"tnl","티앤엘","patch","total","2018-Q3","6159206","6848399209","218015.37","34","89","6848399209","92","90","6671583374.71","false","0.9783","6671583374.71","reported"
"tnl","티앤엘","patch","total","2018-Q4","10594581","11824908974","408768.966","48","125","11824908974","92","90","11540566153.039999","false","0.9783","11540566153.039999","reported"
"tnl","티앤엘","patch","total","2019-Q1","5326042","5934416817","161832.60499999998","41","82","5934416817","90","90","5942107090.059999","false","1","5942107090.059999","reported"
"tnl","티앤엘","patch","total","2019-Q2","7933081","9193432924","240744.87","41","106","9193432924","91","90","9061078550.39","false","0.989","9061078550.39","reported"
"tnl","티앤엘","patch","total","2019-Q3","5971030","7069291916","194584.61","44","91","7069291916","92","90","6917292784.32","false","0.9783","6917292784.32","reported"
"tnl","티앤엘","patch","total","2019-Q4","8321460","9735868239","283099.56","45","108","9735868239","92","90","9500041281.810001","false","0.9783","9500041281.810001","reported"
"tnl","티앤엘","patch","total","2020-Q1","6094417","7219560846","216799.96","40","98","7219560846","91","90","7174037146.79","false","0.989","7174037146.79","reported"
"tnl","티앤엘","patch","total","2020-Q2","7566823","9152032739","278119.77","51","98","9152032739","91","90","9025566306.35","false","0.989","9025566306.35","reported"
"tnl","티앤엘","patch","total","2020-Q3","6190187","7329663821","115320.12","37","84","7329663821","92","90","7128006255.16","false","0.9783","7128006255.16","reported"
"tnl","티앤엘","patch","total","2020-Q4","12021817","13306979966","365761.70999999996","40","79","13306979966","92","90","13012185474","false","0.9783","13012185474","reported"
"tnl","티앤엘","patch","total","2021-Q1","9482190","10440313528","181117.6","36","92","10440313528","90","90","10434216268.75","false","1","10434216268.75","reported"
"tnl","티앤엘","patch","total","2021-Q2","14019018","15564785116","191862.915","42","86","15564785116","91","90","15460891753.58","false","0.989","15460891753.58","reported"
"tnl","티앤엘","patch","total","2021-Q3","15085989","17251753375","233782.46500000003","45","91","17251753375","92","90","16878300863.62","false","0.9783","16878300863.62","reported"
"tnl","티앤엘","patch","total","2021-Q4","13931235","16322091778","236313.06","39","97","16322091778","92","90","15972780608.509998","false","0.9783","15972780608.509998","reported"
"tnl","티앤엘","patch","total","2022-Q1","9539183","11393072628","196404.07","44","94","11393072628","90","90","11271470747.86","false","1","11271470747.86","reported"
"tnl","티앤엘","patch","total","2022-Q2","14394393","17931826862","282579.875","48","112","17931826862","91","90","17723359428.45","false","0.989","17723359428.45","reported"
"tnl","티앤엘","patch","total","2022-Q3","13688724","18122144699","265094.545","47","103","18122144699","92","90","17810619255.68","false","0.9783","17810619255.68","reported"
"tnl","티앤엘","patch","total","2022-Q4","14106689","19234102111","260507.80000000002","43","107","19234102111","92","90","18820125004.29","false","0.9783","18820125004.29","reported"
"tnl","티앤엘","patch","total","2023-Q1","17895527","22889256303","297911.95999999996","41","95","22889256303","90","90","22944646024.64","false","1","22944646024.64","reported"
"tnl","티앤엘","patch","total","2023-Q2","23335760","30655076572","375592.422","53","108","30655076572","91","90","30298568330.52","false","0.989","30298568330.52","reported"
"tnl","티앤엘","patch","total","2023-Q3","18439668","24101290113","301339.702","58","126","24101290113","92","90","23520771637.800003","false","0.9783","23520771637.800003","reported"
"tnl","티앤엘","patch","total","2023-Q4","11964370","15895239337","242414.603","54","214","15895239337","92","90","15612077171.52","false","0.9783","15612077171.52","reported"
"tnl","티앤엘","patch","total","2024-Q1","18304356","24270421085","224845.904","44","146","24270421085","91","90","24009257992.76","false","0.989","24009257992.76","reported"
"tnl","티앤엘","patch","total","2024-Q2","32951542","45146253736","426484.767","58","204","45146253736","91","90","44701976669.58","false","0.989","44701976669.58","reported"
"tnl","티앤엘","patch","total","2024-Q3","33032064","45018182037","403423.49700000003","52","194","45018182037","92","90","44026081993.39","false","0.9783","44026081993.39","reported"
"tnl","티앤엘","patch","total","2024-Q4","24896717","34422051080","411420.064","61","191","34422051080","92","90","33620419763.71","false","0.9783","33620419763.71","reported"
"tnl","티앤엘","patch","total","2025-Q1","30365190","44214544865","288806.768","51","144","44214544865","90","90","44126798531.75","false","1","44126798531.75","reported"
"tnl","티앤엘","patch","total","2025-Q2","22564625","31908308582","303303.435","58","118","31908308582","91","90","31674939274.35","false","0.989","31674939274.35","reported"
"tnl","티앤엘","patch","total","2025-Q3","24336742","33593201561","276358.055","50","113","33593201561","92","90","32848901848.65","false","0.9783","32848901848.65","reported"
"tnl","티앤엘","patch","total","2025-Q4","19111976","27570266434","261606.235","57","122","27570266434","92","90","26934453223.379997","false","0.9783","26934453223.379997","reported"
"tnl","티앤엘","patch","total","2026-Q1","24231299","35392772460","240539.40000000002","50","107","35392772460","90","90","35266927557.45","false","1","35266927557.45","reported"
"tnl","티앤엘","patch","total","2026-Q2","13190131","19705362537","136621.73","17","43","19705362537","30","30","19705362537","false","1","19705362537","reported"
"tnl","티앤엘","patch","us","2022-Q1","5253178","6261674926","42765.39","0","0","6261674926","90","90","6201963570.200001","false","1","6201963570.200001","reported"
"tnl","티앤엘","patch","us","2022-Q2","8585002","10678915429","81065.88","0","0","10678915429","91","90","10579568034.42","false","0.989","10579568034.42","reported"
"tnl","티앤엘","patch","us","2022-Q3","6517652","8589932981","48999.229999999996","0","0","8589932981","92","90","8432440665.39","false","0.9783","8432440665.39","reported"
"tnl","티앤엘","patch","us","2022-Q4","7693931","10383702664","51930.07","0","0","10383702664","92","90","10159337917.3","false","0.9783","10159337917.3","reported"
"tnl","티앤엘","patch","us","2023-Q1","11408316","14551486456","88970.7","0","0","14551486456","90","90","14691413093.470001","false","1","14691413093.470001","reported"
"tnl","티앤엘","patch","us","2023-Q2","16927685","22183472467","128983.74000000002","0","0","22183472467","91","90","21968671288.87","false","0.989","21968671288.87","reported"
"tnl","티앤엘","patch","us","2023-Q3","9351264","12209971933","60093.39","0","0","12209971933","92","90","11897677191.55","false","0.9783","11897677191.55","reported"
"tnl","티앤엘","patch","us","2023-Q4","4378437","5826194078","31629.120000000003","0","0","5826194078","92","90","5729780968.26","false","0.9783","5729780968.26","reported"
"tnl","티앤엘","patch","us","2024-Q1","9828277","13041843814","61456.36","0","0","13041843814","91","90","12897144973.88","false","0.989","12897144973.88","reported"
"tnl","티앤엘","patch","us","2024-Q2","23222890","31850950684","157730.44999999998","0","0","31850950684","91","90","31528272632.190002","false","0.989","31528272632.190002","reported"
"tnl","티앤엘","patch","us","2024-Q3","22234342","30342545462","132601.47","0","0","30342545462","92","90","29630070854.55","false","0.9783","29630070854.55","reported"
"tnl","티앤엘","patch","us","2024-Q4","12386055","16959081873","79189.67000000001","0","0","16959081873","92","90","16584491556.16","false","0.9783","16584491556.16","reported"
"tnl","티앤엘","patch","us","2025-Q1","19215350","28028507953","116272.16","0","0","28028507953","90","90","27823578953.37","false","1","27823578953.37","reported"
"tnl","티앤엘","patch","us","2025-Q2","9662149","13687581592","66264.45999999999","0","0","13687581592","91","90","13601594993.06","false","0.989","13601594993.06","reported"
"tnl","티앤엘","patch","us","2025-Q3","11033048","15226446113","62087.16","0","0","15226446113","92","90","14867637138.779999","false","0.9783","14867637138.779999","reported"
"tnl","티앤엘","patch","us","2025-Q4","11265652","16221338769","79504.78","0","0","16221338769","92","90","15883369119.51","false","0.9783","15883369119.51","reported"
"tnl","티앤엘","patch","us","2026-Q1","13616700","19909989887","85567.31","0","0","19909989887","90","90","19903614951.43","false","1","19903614951.43","reported"
"tnl","티앤엘","patch","us","2026-Q2","14676351","21842529502","84814.87","0","0","21842529502","61","60","21564551942.94","false","0.9836","21564551942.94","reported"
